CoreID,TreeID,PlotID,Site,Tree,Species,Canopy Class,Live/Dead,DBH (cm),Stems,Total Cores,Core (A/B),Pith (Y/N),Pith Yr,inner present,Inner Measured,Outer Measured,Bark (Y/N),Inner Dated,Outer Dated,Dated,Notes,Zombie
WCC028A,WCC028,WCC,Willow Creek,028,ACSA,I,LIVE,28.20,1,2,A,,,,,,,,,,,
WCC028B,WCC028,WCC,Willow Creek,028,ACSA,I,LIVE,28.20,1,2,B,,,,,,,,,,,
WCC029A,WCC029,WCC,Willow Creek,029,ACSA,I,LIVE,15.40,1,2,A,,,,,,,,,,,
WCC029B,WCC029,WCC,Willow Creek,029,ACSA,I,LIVE,15.40,1,2,B,,,,,,,,,,,
WCC032A,WCC032,WCC,Willow Creek,032,ACSA,C,LIVE,26.20,1,2,A,,,,,,,,,,,
WCC032B,WCC032,WCC,Willow Creek,032,ACSA,C,LIVE,26.20,1,2,B,,,,,,,,,,,
WCC033A,WCC033,WCC,Willow Creek,033,ACSA,C,LIVE,28.70,1,2,A,,,,,,,,,,,
WCC033B,WCC033,WCC,Willow Creek,033,ACSA,C,LIVE,28.70,1,2,B,,,,,,,,,,,
WCC034A,WCC034,WCC,Willow Creek,034,FRAM,C,LIVE,35.20,1,2,A,,,,,,,,,,,
WCC034B,WCC034,WCC,Willow Creek,034,FRAM,C,LIVE,35.20,1,2,B,,,,,,,,,,,
WCC035A,WCC035,WCC,Willow Creek,035,ASCA,S,LIVE,10.20,1,2,A,,,,,,,,,,,
WCC035B,WCC035,WCC,Willow Creek,035,ASCA,S,LIVE,10.20,1,2,B,,,,,,,,,,,
WCC036A,WCC036,WCC,Willow Creek,036,FRAM,*,DEAD,18.80,1,2,A,,,,,,,,,,,
WCC036B,WCC036,WCC,Willow Creek,036,FRAM,*,DEAD,18.80,1,2,B,,,,,,,,,,,
WCC037A,WCC037,WCC,Willow Creek,037,TIAM,C,LIVE,34.30,1,2,A,,,,,,,,,,,
WCC037B,WCC037,WCC,Willow Creek,037,TIAM,C,LIVE,34.30,1,2,B,,,,,,,,,,,
WCC038A,WCC038,WCC,Willow Creek,038,ACSA,I,LIVE,20.40,1,2,A,,,,,,,,,,,
WCC038B,WCC038,WCC,Willow Creek,038,ACSA,I,LIVE,20.40,1,2,B,,,,,,,,,,,
WCC039A,WCC039,WCC,Willow Creek,039,ACSA,I,LIVE,15.70,1,2,A,,,,,,,,,,,
WCC039B,WCC039,WCC,Willow Creek,039,ACSA,I,LIVE,15.70,1,2,B,,,,,,,,,,,
WCC040A,WCC040,WCC,Willow Creek,040,ACSA,C,LIVE,31.80,1,2,A,,,,,,,,,,,
WCC040B,WCC040,WCC,Willow Creek,040,ACSA,C,LIVE,31.80,1,2,B,,,,,,,,,,,
WCC041A,WCC041,WCC,Willow Creek,041,ACSA,C,LIVE,20.80,1,2,A,,,,,,,,,,,
WCC041B,WCC041,WCC,Willow Creek,041,ACSA,C,LIVE,20.80,1,2,B,,,,,,,,,,,
WCC042A,WCC042,WCC,Willow Creek,042,ACSA,S,LIVE,16.30,1,2,A,,,,,,,,,,,
WCC042B,WCC042,WCC,Willow Creek,042,ACSA,S,LIVE,16.30,1,2,B,,,,,,,,,,,
WCC043A,WCC043,WCC,Willow Creek,043,ACSA,I,LIVE,16.50,1,2,A,,,,,,,,,,,
WCC043B,WCC043,WCC,Willow Creek,043,ACSA,I,LIVE,16.50,1,2,B,,,,,,,,,,,
WCC044A,WCC044,WCC,Willow Creek,044,ACSA,C,LIVE,26.80,1,2,A,,,,,,,,,,,
WCC044B,WCC044,WCC,Willow Creek,044,ACSA,C,LIVE,26.80,1,2,B,,,,,,,,,,,
WCC045A,WCC045,WCC,Willow Creek,045,ACSA,C,LIVE,23.00,1,2,A,,,,,,,,,,,
WCC045B,WCC045,WCC,Willow Creek,045,ACSA,C,LIVE,23.00,1,2,B,,,,,,,,,,,
WCC046A,WCC046,WCC,Willow Creek,046,ACSA,C,LIVE,29.20,1,2,A,,,,,,,,,,,
WCC046B,WCC046,WCC,Willow Creek,046,ACSA,C,LIVE,29.20,1,2,B,,,,,,,,,,,
WCC047A,WCC047,WCC,Willow Creek,047,ACSA,C,LIVE,29.80,1,2,A,,,,,,,,,,,
WCC047B,WCC047,WCC,Willow Creek,047,ACSA,C,LIVE,29.80,1,2,B,,,,,,,,,,,
WCC048A,WCC048,WCC,Willow Creek,048,TIAM,C,LIVE,31.50,1,2,A,,,,,,,,,,,
WCC048B,WCC048,WCC,Willow Creek,048,TIAM,C,LIVE,31.50,1,2,B,,,,,,,,,,,
WCC049A,WCC049,WCC,Willow Creek,049,TIAM,C,LIVE,30.00,1,2,A,,,,,,,,,,,
WCC049B,WCC049,WCC,Willow Creek,049,TIAM,C,LIVE,30.00,1,2,B,,,,,,,,,,,
WCC050A,WCC050,WCC,Willow Creek,050,ACSA,C,LIVE,28.60,1,2,A,,,,,,,,,,,
WCC050B,WCC050,WCC,Willow Creek,050,ACSA,C,LIVE,28.60,1,2,B,,,,,,,,,,,
WCC051A,WCC051,WCC,Willow Creek,051,ACSA,C,LIVE,29.00,1,2,A,,,,,,,,,,,
WCC051B,WCC051,WCC,Willow Creek,051,ACSA,C,LIVE,29.00,1,2,B,,,,,,,,,,,
WCC052A,WCC052,WCC,Willow Creek,052,ACSA,C,LIVE,21.00,1,2,A,,,,,,,,,,,
WCC052B,WCC052,WCC,Willow Creek,052,ACSA,C,LIVE,21.00,1,2,B,,,,,,,,,,,
WCC053A,WCC053,WCC,Willow Creek,053,TIAM,C,LIVE,34.90,1,2,A,,,,,,,,,,,
WCC053B,WCC053,WCC,Willow Creek,053,TIAM,C,LIVE,34.90,1,2,B,,,,,,,,,,,
WCC054A,WCC054,WCC,Willow Creek,054,TIAM,C,LIVE,21.50,1,2,A,,,,,,,,,,,
WCC054B,WCC054,WCC,Willow Creek,054,TIAM,C,LIVE,21.50,1,2,B,,,,,,,,,,,
WCC055A,WCC055,WCC,Willow Creek,055,ACSA,I,LIVE,18.40,1,2,A,,,,,,,,,,,
WCC055B,WCC055,WCC,Willow Creek,055,ACSA,I,LIVE,18.40,1,2,B,,,,,,,,,,,
WCC056A,WCC056,WCC,Willow Creek,056,TIAM,C,LIVE,32.30,1,2,A,,,,,,,,,,,
WCC056B,WCC056,WCC,Willow Creek,056,TIAM,C,LIVE,32.30,1,2,B,,,,,,,,,,,
WCC057A,WCC057,WCC,Willow Creek,057,TIAM,C,LIVE,38.60,1,2,A,,,,,,,,,,,
WCC057B,WCC057,WCC,Willow Creek,057,TIAM,C,LIVE,38.60,1,2,B,,,,,,,,,,,
WCC058A,WCC058,WCC,Willow Creek,058,ACSA,C,LIVE,27.80,1,2,A,,,,,,,,,,,
WCC058B,WCC058,WCC,Willow Creek,058,ACSA,C,LIVE,27.80,1,2,B,,,,,,,,,,,
WCC059A,WCC059,WCC,Willow Creek,059,FRAM,C,LIVE,27.00,1,2,A,,,,,,,,,,,
WCC059B,WCC059,WCC,Willow Creek,059,FRAM,C,LIVE,27.00,1,2,B,,,,,,,,,,,
WCC060A,WCC060,WCC,Willow Creek,060,TIAM,C,LIVE,20.90,1,2,A,,,,,,,,,,,
WCC060B,WCC060,WCC,Willow Creek,060,TIAM,C,LIVE,20.90,1,2,B,,,,,,,,,,,
WCC061A,WCC061,WCC,Willow Creek,061,ACSA,C,LIVE,37.00,1,2,A,,,,,,,,,,,
WCC061B,WCC061,WCC,Willow Creek,061,ACSA,C,LIVE,37.00,1,2,B,,,,,,,,,,,
WCC062A,WCC062,WCC,Willow Creek,062,FRAM,C,LIVE,43.20,1,2,A,,,,,,,,,,,
WCC062B,WCC062,WCC,Willow Creek,062,FRAM,C,LIVE,43.20,1,2,B,,,,,,,,,,,
WCC063A,WCC063,WCC,Willow Creek,063,TIAM,C,LIVE,23.60,1,2,A,,,,,,,,,,,
WCC063B,WCC063,WCC,Willow Creek,063,TIAM,C,LIVE,23.60,1,2,B,,,,,,,,,,,
WCC064A,WCC064,WCC,Willow Creek,064,TIAM,*,DEAD,20.30,1,2,A,,,,,,,,,,,
WCC064B,WCC064,WCC,Willow Creek,064,TIAM,*,DEAD,20.30,1,2,B,,,,,,,,,,,
WCC065A,WCC065,WCC,Willow Creek,065,TIAM,C,LIVE,28.50,1,2,A,,,,,,,,,,,
WCC065B,WCC065,WCC,Willow Creek,065,TIAM,C,LIVE,28.50,1,2,B,,,,,,,,,,,
WCC066A,WCC066,WCC,Willow Creek,066,TIAM,C,LIVE,33.80,1,2,A,,,,,,,,,,,
WCC066B,WCC066,WCC,Willow Creek,066,TIAM,C,LIVE,33.80,1,2,B,,,,,,,,,,,
WCC067A,WCC067,WCC,Willow Creek,067,TIAM,C,LIVE,24.90,1,2,A,,,,,,,,,,,
WCC067B,WCC067,WCC,Willow Creek,067,TIAM,C,LIVE,24.90,1,2,B,,,,,,,,,,,
WCC068A,WCC068,WCC,Willow Creek,068,ACSA,I,LIVE,12.29,1,2,A,,,,,,,,,,,
WCC068B,WCC068,WCC,Willow Creek,068,ACSA,I,LIVE,12.29,1,2,B,,,,,,,,,,,
WCC069A,WCC069,WCC,Willow Creek,069,TIAM,C,LIVE,24.30,1,2,A,,,,,,,,,,,
WCC069B,WCC069,WCC,Willow Creek,069,TIAM,C,LIVE,24.30,1,2,B,,,,,,,,,,,
WCC070A,WCC070,WCC,Willow Creek,070,ACSA,C,LIVE,27.30,1,2,A,,,,,,,,,,,
WCC070B,WCC070,WCC,Willow Creek,070,ACSA,C,LIVE,27.30,1,2,B,,,,,,,,,,,
WCC071A,WCC071,WCC,Willow Creek,071,TIAM,C,LIVE,22.70,1,2,A,,,,,,,,,,,
WCC071B,WCC071,WCC,Willow Creek,071,TIAM,C,LIVE,22.70,1,2,B,,,,,,,,,,,
WCC072A,WCC072,WCC,Willow Creek,072,ACA,C,LIVE,23.10,1,2,A,,,,,,,,,,,
WCC072B,WCC072,WCC,Willow Creek,072,ACA,C,LIVE,23.10,1,2,B,,,,,,,,,,,
WCC073A,WCC073,WCC,Willow Creek,073,ACSA,C,LIVE,24.10,1,2,A,,,,,,,,,,,
WCC073B,WCC073,WCC,Willow Creek,073,ACSA,C,LIVE,24.10,1,2,B,,,,,,,,,,,
WCC074A,WCC074,WCC,Willow Creek,074,ACSA,C,LIVE,20.90,1,2,A,,,,,,,,,,,
WCC074B,WCC074,WCC,Willow Creek,074,ACSA,C,LIVE,20.90,1,2,B,,,,,,,,,,,
VUF001A,VUF001,VUF,Valles Caldera Upper,001,PIEN,C,LIVE,37.1,1,2,A,Y,1923,1923,2012,Y,1924,2011,Y,Y,,
VUF001B,VUF001,VUF,Valles Caldera Upper,001,PIEN,C,LIVE,37.1,1,2,B,Y,1923,1923,2012,Y,1924,2011,Y,Y,,
VUF002A,VUF002,VUF,Valles Caldera Upper,002,PIEN,C,LIVE,34.8,1,2,A,Y,1929,1929,2012,Y,1930,2011,Y,Y,,
VUF002B,VUF002,VUF,Valles Caldera Upper,002,PIEN,C,LIVE,34.8,1,2,B,Y,1929,1929,2012,Y,1930,2011,Y,Y,,
VUF003A,VUF003,VUF,Valles Caldera Upper,003,PIEN,C,LIVE,29.3,1,2,A,N,1931,1933,2006,Y,1934,2006,Y,Y,,y
VUF003B,VUF003,VUF,Valles Caldera Upper,003,PIEN,C,LIVE,29.3,1,2,B,N,1931,1933,2006,Y,1934,2006,Y,Y,,y
VUF004A,VUF004,VUF,Valles Caldera Upper,004,PIEN,C,LIVE,17.8,1,2,A,N,1951,1959,2006,Y,1960,2006,Y,Y,,y
VUF004B,VUF004,VUF,Valles Caldera Upper,004,PIEN,C,LIVE,17.8,1,2,B,N,1946,1949,2006,Y,1950,2006,Y,Y,,y
VUF005A,VUF005,VUF,Valles Caldera Upper,005,PIEN,C,LIVE,25.0,1,2,A,N,1932,1932,2009,Y,1933,2009,Y,Y,,y
VUF005B,VUF005,VUF,Valles Caldera Upper,005,PIEN,C,LIVE,25.0,1,2,B,N,1932,1938,2009,Y,1939,2009,Y,Y,,y
VUF006A,VUF006,VUF,Valles Caldera Upper,006,PIEN,C,LIVE,16.1,1,2,A,N,1933,1935,2002,Y,1936,2002,Y,Y,,y
VUF006B,VUF006,VUF,Valles Caldera Upper,006,PIEN,C,LIVE,16.1,1,2,B,N,1933,1935,2004,Y,1936,2004,Y,Y,,y
VUF007A,VUF007,VUF,Valles Caldera Upper,007,PIEN,C,LIVE,15.7,1,2,A,N,1939,1942,2008,Y,1943,2008,Y,Y,,y
VUF007B,VUF007,VUF,Valles Caldera Upper,007,PIEN,C,LIVE,15.7,1,2,B,N,1939,1942,2006,Y,1943,2006,Y,Y,,y
VUF008A,VUF008,VUF,Valles Caldera Upper,008,PIEN,C,LIVE,10.8,1,2,A,N,1947,1952,2004,Y,1953,2004,Y,Y,,y
VUF008B,VUF008,VUF,Valles Caldera Upper,008,PIEN,C,LIVE,10.8,1,2,B,N,1944,1945,2003,Y,1946,2003,Y,Y,,y
VUF009A,VUF009,VUF,Valles Caldera Upper,009,PIEN,C,LIVE,13.4,1,2,A,N,1932,1932,2007,Y,1933,2007,Y,Y,just missed pith,y
VUF009B,VUF009,VUF,Valles Caldera Upper,009,PIEN,C,LIVE,13.4,1,2,B,N,1932,1932,2007,Y,1933,2007,Y,Y,just missed pith,y
VUF010A,VUF010,VUF,Valles Caldera Upper,010,PIEN,C,LIVE,26.9,1,2,A,N,1931,1937,2012,Y,1938,2011,Y,Y,,
VUF010B,VUF010,VUF,Valles Caldera Upper,010,PIEN,C,LIVE,26.9,1,2,B,N,1933,1941,2012,Y,1942,2011,Y,Y,,
VUF011A,VUF011,VUF,Valles Caldera Upper,011,PIEN,C,LIVE,28.8,1,2,A,N,1929,1934,2012,Y,1935,2011,Y,Y,,
VUF011B,VUF011,VUF,Valles Caldera Upper,011,PIEN,C,LIVE,28.8,1,2,B,N,1929,1934,2012,Y,1935,2011,Y,Y,,
VUF012A,VUF012,VUF,Valles Caldera Upper,012,PIEN,C,LIVE,12.3,1,2,A,N,1943,1944,2004,Y,1945,2011,Y,Y,,
VUF012B,VUF012,VUF,Valles Caldera Upper,012,PIEN,C,LIVE,12.3,1,2,B,N,1943,1944,2005,Y,1945,2005,Y,Y,,y
VUF013A,VUF013,VUF,Valles Caldera Upper,013,PIEN,C,LIVE,27.1,1,2,A,N,1939,1941,2012,Y,1942,2011,Y,Y,,
VUF013B,VUF013,VUF,Valles Caldera Upper,013,PIEN,C,LIVE,27.1,1,2,B,N,1939,1941,2012,Y,1942,2011,Y,Y,,
VUF014A,VUF014,VUF,Valles Caldera Upper,014,PIEN,C,LIVE,10.3,1,2,A,NA,NA,NA,NA,NA,NA,NA,N,NA,,
VUF014B,VUF014,VUF,Valles Caldera Upper,014,PIEN,C,LIVE,10.3,1,2,B,NA,NA,NA,NA,NA,NA,NA,N,NA,,
VUF015A,VUF015,VUF,Valles Caldera Upper,015,PIEN,C,LIVE,22.4,1,2,A,Y,1950,1950,2009,Y,1951,2009,Y,Y,,y
VUF015B,VUF015,VUF,Valles Caldera Upper,015,PIEN,C,LIVE,22.4,1,2,B,N,1951,1953,2007,Y,1953,2007,Y,Y,,y
VUF016A,VUF016,VUF,Valles Caldera Upper,016,PIEN,C,LIVE,13.6,1,2,A,N,1949,1952,2005,Y,1953,2005,Y,Y,,y
VUF016B,VUF016,VUF,Valles Caldera Upper,016,PIEN,C,LIVE,13.6,1,2,B,Y,1948,1948,2005,Y,1949,2005,Y,Y,,y
VUF017A,VUF017,VUF,Valles Caldera Upper,017,PIEN,C,LIVE,53.6,1,2,A,N,1924,1931,2012,Y,1932,2011,Y,Y,,
VUF017B,VUF017,VUF,Valles Caldera Upper,017,PIEN,C,LIVE,53.6,1,2,B,N,NA,1934,2012,Y,1935,2011,Y,Y,Wound prevents pith estimatino,
VUF018A,VUF018,VUF,Valles Caldera Upper,018,PIEN,C,LIVE,17.4,1,2,A,Y,1935,1935,2005,Y,1936,2011,Y,Y,,
VUF018B,VUF018,VUF,Valles Caldera Upper,018,PIEN,C,LIVE,17.4,1,2,B,Y,1935,1935,2005,Y,1936,2011,Y,Y,,
VUF019A,VUF019,VUF,Valles Caldera Upper,019,PIEN,C,LIVE,8.8,1,2,A,N,1946,1950,2005,Y,1951,2005,Y,Y,,y
VUF019B,VUF019,VUF,Valles Caldera Upper,019,PIEN,C,LIVE,8.8,1,2,B,N,1946,1950,2005,Y,1951,2005,Y,Y,,y
VUF020A,VUF020,VUF,Valles Caldera Upper,020,PIEN,C,LIVE,14.6,1,2,A,Y,1936,1936,2005,N,1937,2005,Y,Y,,y
VUF020B,VUF020,VUF,Valles Caldera Upper,020,PIEN,C,LIVE,14.6,1,2,B,N,1936,1936,2005,Y,1937,2005,Y,Y,,y
VUF021A,VUF021,VUF,Valles Caldera Upper,021,PIEN,C,LIVE,29.0,1,2,A,N,1933,1935,2011,Y,1936,2011,Y,Y,,
VUF021B,VUF021,VUF,Valles Caldera Upper,021,PIEN,C,LIVE,29.0,1,2,B,N,NA,1953,2011,Y,1954,2011,Y,Y,,
VUF022A,VUF022,VUF,Valles Caldera Upper,022,PIEN,C,LIVE,11.7,1,2,A,N,1942,1946,2005,Y,1947,2005,Y,Y,,y
VUF022B,VUF022,VUF,Valles Caldera Upper,022,PIEN,C,LIVE,11.7,1,2,B,N,1941,1943,2005,Y,1950,2005,Y,Y,,y
VUF023A,VUF023,VUF,Valles Caldera Upper,023,PIEN,C,LIVE,33.0,1,2,A,Y,1930,1930,2011,Y,1931,2011,Y,Y,,
VUF023B,VUF023,VUF,Valles Caldera Upper,023,PIEN,C,LIVE,33.0,1,2,B,Y,1930,1930,2011,Y,1931,2011,Y,Y,,
VUF024A,VUF024,VUF,Valles Caldera Upper,024,PIEN,C,LIVE,34.8,1,2,A,N,1922,1932,2011,Y,1933,2011,Y,Y,,
VUF024B,VUF024,VUF,Valles Caldera Upper,024,PIEN,C,LIVE,34.8,1,2,B,N,1922,1923,2011,Y,1924,2011,Y,Y,,
VUF025A,VUF025,VUF,Valles Caldera Upper,025,PIEN,C,LIVE,25.2,1,2,A,N,1943,1944,2011,Y,1945,2011,Y,Y,,
VUF025B,VUF025,VUF,Valles Caldera Upper,025,PIEN,C,LIVE,25.2,1,2,B,N,1943,1944,2011,Y,1945,2011,Y,Y,,
VUF026A,VUF026,VUF,Valles Caldera Upper,026,PSME,C,LIVE,17.0,1,2,A,N,1939,1941,2005,Y,1942,2005,Y,Y,,y
VUF026B,VUF026,VUF,Valles Caldera Upper,026,PSME,C,LIVE,17.0,1,2,B,N,1948,1957,2007,Y,1958,2007,Y,Y,,y
VUF027A,VUF027,VUF,Valles Caldera Upper,027,PIEN,C,LIVE,25.3,1,2,A,N,NA,1983,2011,Y,1984,2011,Y,Y,,
VUF027B,VUF027,VUF,Valles Caldera Upper,027,PIEN,C,LIVE,25.3,1,2,B,NA,NA,NA,NA,NA,NA,NA,N,NA,,
VUF028A,VUF028,VUF,Valles Caldera Upper,028,PIEN,*,DEAD,11.1,1,2,A,N,1965,1967,2007,Y,1968,2007,Y,Y,,y
VUF028B,VUF028,VUF,Valles Caldera Upper,028,PIEN,*,DEAD,11.1,1,2,B,N,1965,1967,2007,Y,1968,2007,Y,Y,,y
VUF029A,VUF029,VUF,Valles Caldera Upper,029,PIEN,C,LIVE,19.7,1,2,A,Y,1942,1942,2010,Y,1943,2010,Y,Y,,y
VUF029B,VUF029,VUF,Valles Caldera Upper,029,PIEN,C,LIVE,19.7,1,2,B,Y,NA,1946,2010,Y,1947,2010,Y,Y,BREAK,
VUF030A,VUF030,VUF,Valles Caldera Upper,030,PIEN,C,LIVE,21.6,1,2,A,Y,1957,1957,2011,Y,1968,2011,Y,Y,BRANCH SCAR,
VUF030B,VUF030,VUF,Valles Caldera Upper,030,PIEN,C,LIVE,21.6,1,2,B,Y,1957,1957,2011,Y,1959,2011,Y,Y,,
VUF031A,VUF031,VUF,Valles Caldera Upper,031,PIEN,C,LIVE,13.0,1,2,A,N,NA,1953,2007,Y,1954,2007,Y,Y,,y
VUF031B,VUF031,VUF,Valles Caldera Upper,031,PIEN,C,LIVE,13.0,1,2,B,N,1943,1950,2009,Y,1951,2007,Y,Y,,y
VUF032A,VUF032,VUF,Valles Caldera Upper,032,PIEN,C,LIVE,25.0,1,2,A,N,1938,1941,2011,Y,1942,2011,Y,Y,,
VUF032B,VUF032,VUF,Valles Caldera Upper,032,PIEN,C,LIVE,25.0,1,2,B,N,1938,1941,2011,Y,1942,2011,Y,Y,,
VUF033A,VUF033,VUF,Valles Caldera Upper,033,PIEN,*,DEAD,10.5,1,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
VUF033B,VUF033,VUF,Valles Caldera Upper,033,PIEN,*,DEAD,10.5,1,2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
VUF034A,VUF034,VUF,Valles Caldera Upper,034,PIEN,C,LIVE,17.3,1,2,A,Y,1935,1935,2009,Y,1937,2009,Y,Y,,y
VUF034B,VUF034,VUF,Valles Caldera Upper,034,PIEN,C,LIVE,17.3,1,2,B,Y,1935,1935,2009,Y,1936,2009,Y,Y,,y
VUF035A,VUF035,VUF,Valles Caldera Upper,035,PIEN,*,DEAD,7.7,1,2,A,Y,NA,NA,NA,NA,NA,NA,NA,NA,,
VUF035B,VUF035,VUF,Valles Caldera Upper,035,PIEN,*,DEAD,7.7,1,2,B,Y,NA,NA,NA,NA,NA,NA,NA,NA,,
VUF036A,VUF036,VUF,Valles Caldera Upper,036,PIEN,C,LIVE,13.2,1,2,A,Y,1939,1939,2006,Y,1940,2006,Y,Y,,y
VUF036B,VUF036,VUF,Valles Caldera Upper,036,PIEN,C,LIVE,13.2,1,2,B,Y,1939,1939,2006,Y,1940,2006,Y,Y,,y
VUF037A,VUF037,VUF,Valles Caldera Upper,037,PIEN,C,LIVE,16.0,1,2,A,N,1933,1935,2008,Y,1936,2008,Y,Y,,y
VUF037B,VUF037,VUF,Valles Caldera Upper,037,PIEN,C,LIVE,16.0,1,2,B,N,1933,1935,2009,Y,1936,2009,Y,Y,,y
VUF038A,VUF038,VUF,Valles Caldera Upper,038,PIEN,C,LIVE,34.5,1,2,A,N,1939,1942,2009,Y,1943,2009,Y,Y,,y
VUF038B,VUF038,VUF,Valles Caldera Upper,038,PIEN,C,LIVE,34.5,1,2,B,N,1939,1940,2009,Y,1941,2009,Y,Y,,y
VUF039A,VUF039,VUF,Valles Caldera Upper,039,PIEN,C,LIVE,44.3,1,2,A,N,1922,1924,2009,Y,1925,2009,Y,Y,,y
VUF039B,VUF039,VUF,Valles Caldera Upper,039,PIEN,C,LIVE,44.3,1,2,B,N,1922,1923,2009,Y,1924,2009,Y,Y,,y
VUF040A,VUF040,VUF,Valles Caldera Upper,040,PIEN,C,LIVE,46.3,1,2,A,N,1929,1930,2008,Y,1931,2008,Y,Y,,y
VUF040B,VUF040,VUF,Valles Caldera Upper,040,PIEN,C,LIVE,46.3,1,2,B,N,1931,1937,2008,Y,NA,NA,NA,NA,,
VUF041A,VUF041,VUF,Valles Caldera Upper,041,PIEN,C,LIVE,27.0,1,2,A,Y,1937,1937,2011,Y,1938,2011,Y,Y,,
VUF041B,VUF041,VUF,Valles Caldera Upper,041,PIEN,C,LIVE,27.0,1,2,B,Y,1937,1937,2010,Y,1938,2010,Y,Y,,y
VUF042A,VUF042,VUF,Valles Caldera Upper,042,PIEN,C,LIVE,40.2,1,2,A,N,1924,1926,2011,Y,1927,2011,Y,Y,,
VUF042B,VUF042,VUF,Valles Caldera Upper,042,PIEN,C,LIVE,40.2,1,2,B,N,1922,1929,2011,Y,1930,2011,Y,Y,,
VUF043A,VUF043,VUF,Valles Caldera Upper,043,PIEN,C,LIVE,21.6,1,2,A,N,1936,1940,2011,Y,NA,NA,?,N,,
VUF043B,VUF043,VUF,Valles Caldera Upper,043,PIEN,C,LIVE,21.6,1,2,B,N,1936,1940,2010,,NA,NA,?,N,,
VUF044A,VUF044,VUF,Valles Caldera Upper,044,PIEN,C,LIVE,20.9,1,2,A,N,1934,1937,2011,Y,1938,2011,Y,Y,,
VUF044B,VUF044,VUF,Valles Caldera Upper,044,PIEN,C,LIVE,20.9,1,2,B,N,1933,1936,2011,N,1937,2011,Y,Y,,
VUF045A,VUF045,VUF,Valles Caldera Upper,045,PIEN,C,LIVE,24.9,1,2,A,N,1930,1937,2011,Y,1938,2011,Y,Y,,
VUF045B,VUF045,VUF,Valles Caldera Upper,045,PIEN,C,LIVE,24.9,1,2,B,N,1932,1933,2011,Y,1934,2011,Y,Y,,
VUF046A,VUF046,VUF,Valles Caldera Upper,046,PIEN,C,LIVE,11.3,1,2,A,Y,1945,1945,2008,Y,1946,2008,Y,Y,,
VUF046B,VUF046,VUF,Valles Caldera Upper,046,PIEN,C,LIVE,11.3,1,2,B,N,1944,1947,2008,Y,1948,1999,Y,Y,BREAK,
VUF047A,VUF047,VUF,Valles Caldera Upper,047,PIEN,*,DEAD,7.0,1,2,A,N,1945,1948,2007,Y,1949,2007,Y,Y,,y
VUF047B,VUF047,VUF,Valles Caldera Upper,047,PIEN,*,DEAD,7.0,1,2,B,N,1938,1939,2005,Y,1944,2005,Y,Y,,y
VUF048A,VUF048,VUF,Valles Caldera Upper,048,PIEN,C,LIVE,19.0,1,2,A,N,1958,1961,2009,Y,1962,2009,Y,Y,,y
VUF048B,VUF048,VUF,Valles Caldera Upper,048,PIEN,C,LIVE,19.0,1,2,B,Y,1953,1953,2009,Y,1954,2009,Y,Y,,y
VUF049A,VUF049,VUF,Valles Caldera Upper,049,PIEN,C,LIVE,27.8,1,2,A,N,NA,NA,NA,Y,1980,2008,Y,Y,BREAK,
VUF049B,VUF049,VUF,Valles Caldera Upper,049,PIEN,C,LIVE,27.8,1,2,B,N,1956,1964,2009,Y,1965,2009,Y,Y,,y
VUF050A,VUF050,VUF,Valles Caldera Upper,050,PIEN,C,LIVE,12.2,1,2,A,NA,NA,NA,NA,NA,1946,2005,Y,Y,,y
VUF050B,VUF050,VUF,Valles Caldera Upper,050,PIEN,C,LIVE,12.2,1,2,B,NA,NA,NA,NA,NA,1946,2008,Y,Y,,y
VUF101A,VUF101,VUF,Valles Caldera Upper,101,PIEN,C,LIVE,33.9,1,2,A,N,1929,1940,2011,Y,1941,2011,Y,Y,,
VUF101B,VUF101,VUF,Valles Caldera Upper,101,PIEN,C,LIVE,33.9,1,2,B,N,1929,1940,2011,Y,1941,2011,Y,Y,,
VUF102A,VUF102,VUF,Valles Caldera Upper,102,PIEN,C,LIVE,18.6,1,2,A,N,1932,1936,2006,Y,1937,2006,Y,Y,,y
VUF102B,VUF102,VUF,Valles Caldera Upper,102,PIEN,C,LIVE,18.6,1,2,B,N,1932,1936,2007,Y,1937,2007,Y,Y,,y
VUF103A,VUF103,VUF,Valles Caldera Upper,103,PIEN,C,LIVE,9.1,1,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
VUF103B,VUF103,VUF,Valles Caldera Upper,103,PIEN,C,LIVE,9.1,1,2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
VUF104A,VUF104,VUF,Valles Caldera Upper,104,PIEN,C,LIVE,15.2,1,2,A,N,1932,1933,2007,Y,1934,2007,Y,Y,,y
VUF104B,VUF104,VUF,Valles Caldera Upper,104,PIEN,C,LIVE,15.2,1,2,B,N,1932,1933,2009,Y,1934,2009,Y,Y,,y
VUF105A,VUF105,VUF,Valles Caldera Upper,105,PIEN,C,LIVE,13.0,1,2,A,N,1934,1936,2007,Y,1980,2007,Y,Y,,y
VUF105B,VUF105,VUF,Valles Caldera Upper,105,PIEN,C,LIVE,13.0,1,2,B,N,1934,1936,2006,Y,1937,2006,Y,Y,,y
