TreeID,PlotID,site,tree,spp,canopy.class,live.dead,dbh,stems,total.cores,ba.cm,ba.meter.ha,density,notes,Distance,Azimuth
FPB003,FPB,Florida Plantation,3,PIEL,C,LIVE,12.8,1,2,128.7,0.242366864,18.83490451,,11.06,154
FPB004,FPB,Florida Plantation,4,PIEL,C,LIVE,17.8,1,2,248.8,0.468698225,18.83490451,,11.37,140
FPB005,FPB,Florida Plantation,5,PIEL,C,LIVE,21.2,1,2,353,0.2809,7.957747155,,8.17,143
FPB006,FPB,Florida Plantation,6,PIEL,C,LIVE,16.6,1,2,216.4,0.407633136,18.83490451,,9.88,124
FPB007,FPB,Florida Plantation,7,PIEL,C,LIVE,18.6,1,2,271.7,0.511775148,18.83490451,,12.78,73
FPB008,FPB,Florida Plantation,8,PIEL,C,LIVE,18,1,2,254.5,0.479289941,18.83490451,,7.9,76
FPB009,FPB,Florida Plantation,9,PIEL,C,LIVE,16,1,2,201.1,0.378698225,18.83490451,tagged: 12 row 1,4.01,86
FPB010,FPB,Florida Plantation,10,PIEL,C,LIVE,19,1,2,283.5,0.534023669,18.83490451,,2.87,44
FPB011,FPB,Florida Plantation,11,PIEL,C,LIVE,13.4,1,2,141,0.265621302,18.83490451,,5.35,51
FPB012,FPB,Florida Plantation,12,PIEL,C,LIVE,24.2,1,2,460,0.366025,7.957747155,,7.32,54
FPB013,FPB,Florida Plantation,13,PIEL,C,LIVE,20.4,1,2,326.9,0.2601,7.957747155,,10.7,56
FPB014,FPB,Florida Plantation,14,PIEL,C,LIVE,13.8,1,2,149.6,0.281715976,18.83490451,,11.55,44
FPB015,FPB,Florida Plantation,15,PIEL,C,LIVE,21.2,1,2,353,0.2809,7.957747155,,9.33,41
FPB016,FPB,Florida Plantation,16,PIEL,C,LIVE,14.4,1,2,162.9,0.306745562,18.83490451,,7.64,34
FPB017,FPB,Florida Plantation,17,PIEL,C,LIVE,24,1,2,452.4,0.36,7.957747155,,5.23,12
FPB018,FPB,Florida Plantation,18,PIEL,C,LIVE,20,1,2,314.2,0.25,7.957747155,,8.12,351
FPB019,FPB,Florida Plantation,19,PIEL,C,LIVE,22.6,1,2,401.1,0.319225,7.957747155,,9.29,14
FPB020,FPB,Florida Plantation,20,PIEL,C,LIVE,21.3,1,2,356.3,0.28355625,7.957747155,,11.8,27
FPB021,FPB,Florida Plantation,21,PIEL,C,LIVE,17.5,1,2,240.5,0.453032544,18.83490451,,7.84,328
FPB022,FPB,Florida Plantation,22,PIEL,C,LIVE,16.7,1,2,219,0.412559172,18.83490451,,9.16,307
FPB023,FPB,Florida Plantation,23,PIEL,C,LIVE,18.1,1,2,257.3,0.484630178,18.83490451,,11.57,292
FPB024,FPB,Florida Plantation,24,PIEL,C,LIVE,20.1,1,2,317.3,0.25250625,7.957747155,,8.56,280
FPB025,FPB,Florida Plantation,25,PIEL,C,LIVE,16.4,1,2,211.2,0.397869822,18.83490451,,10.25,274
FPB026,FPB,Florida Plantation,26,PIEL,C,LIVE,16.7,1,2,219,0.412559172,18.83490451,,11.71,270
FPB027,FPB,Florida Plantation,27,PIEL,C,LIVE,20,1,2,314.2,0.25,7.957747155,,5.65,304
FPB028,FPB,Florida Plantation,28,PIEL,C,LIVE,21.5,1,2,363.1,0.28890625,7.957747155,,2.87,272
FPB029,FPB,Florida Plantation,29,PIEL,C,LIVE,21.7,1,2,369.8,0.29430625,7.957747155,,3.7,224
FPB030,FPB,Florida Plantation,30,PIEL,C,LIVE,19.2,1,2,289.5,0.545325444,18.83490451,,6.51,257
FPB031,FPB,Florida Plantation,31,PIEL,C,LIVE,13.6,1,2,145.3,0.273609467,18.83490451,,7.6,258
FPB032,FPB,Florida Plantation,32,PIEL,C,LIVE,22,1,2,380.1,0.3025,7.957747155,,11.66,253
FPB033,FPB,Florida Plantation,33,PIEL,C,LIVE,15.5,1,2,188.7,0.355399408,18.83490451,,6.03,230
FPB034,FPB,Florida Plantation,34,PIEL,C,LIVE,19.6,1,2,301.7,0.568284024,18.83490451,,11.82,210
FPB035,FPB,Florida Plantation,35,PIEL,C,LIVE,14,1,2,153.9,0.289940828,18.83490451,,11.99,178
FPB036,FPB,Florida Plantation,36,PIEL,C,LIVE,17.7,1,2,246.1,0.463446746,18.83490451,,11.58,172
FPB037,FPB,Florida Plantation,37,PIEL,C,LIVE,11.2,1,2,98.5,0.18556213,18.83490451,,8.9,183
FPC001,FPC,Florida Plantation,1,PIEL,C,LIVE,27.2,1,2,581.1,0.4624,7.957747155,,7,26
FPC002,FPC,Florida Plantation,2,PIEL,C,LIVE,21.2,1,2,353,0.2809,7.957747155,,8.98,36
FPC003,FPC,Florida Plantation,3,PIEL,C,LIVE,13.2,1,2,136.8,0.257751479,18.83490451,,12.22,43
FPC004,FPC,Florida Plantation,4,PIEL,C,LIVE,12.1,1,2,115,0.21658284,18.83490451,,9.68,20
FPC005,FPC,Florida Plantation,5,PIEL,C,LIVE,13.1,1,2,134.8,0.253860947,18.83490451,,10.08,9
FPC006,FPC,Florida Plantation,6,PIEL,C,LIVE,22.8,1,2,408.3,0.3249,7.957747155,,12.75,356
FPC007,FPC,Florida Plantation,7,PIEL,C,LIVE,29.8,1,2,697.5,0.555025,7.957747155,,10.58,350
FPC008,FPC,Florida Plantation,8,PIEL,C,LIVE,14.6,1,2,167.4,0.315325444,18.83490451,,12.44,340
FPC009,FPC,Florida Plantation,9,PIEL,C,LIVE,17.6,1,2,243.3,0.458224852,18.83490451,,12.02,326
FPC010,FPC,Florida Plantation,10,PIEL,C,LIVE,19.7,1,2,304.8,0.574097633,18.83490451,,8.85,329
FPC011,FPC,Florida Plantation,11,PIEL,C,LIVE,26.8,1,2,564.1,0.4489,7.957747155,,9.24,320
FPC012,FPC,Florida Plantation,12,PIEL,C,LIVE,21,1,2,346.4,0.275625,7.957747155,,12.23,321
FPC013,FPC,Florida Plantation,13,PIEL,C,LIVE,14.6,1,2,167.4,0.315325444,18.83490451,,10.43,309
FPC014,FPC,Florida Plantation,14,PIEL,C,LIVE,21.9,1,2,376.7,0.29975625,7.957747155,,11.23,304
FPC015,FPC,Florida Plantation,15,PIEL,*,DEAD,16.2,1,2,206.1,0.388224852,18.83490451,,10.94,277
FPC016,FPC,Florida Plantation,16,PIEL,C,LIVE,17.6,1,2,243.3,0.458224852,18.83490451,,6.93,301
FPC017,FPC,Florida Plantation,17,PIEL,C,LIVE,18.7,1,2,274.6,0.517292899,18.83490451,,5.42,319
FPC018,FPC,Florida Plantation,18,PIEL,C,LIVE,29.2,1,2,669.7,0.5329,7.957747155,,12.08,244
FPC019,FPC,Florida Plantation,19,PIEL,*,DEAD,11.4,1,0,102.1,0.192248521,18.83490451,"rotten, no core",10.62,243
FPC020,FPC,Florida Plantation,20,PIEL,C,LIVE,27.3,1,2,585.3,0.46580625,7.957747155,,8.06,237
FPC021,FPC,Florida Plantation,21,PIEL,C,LIVE,21.6,1,2,366.4,0.2916,7.957747155,,6.47,236
FPC022,FPC,Florida Plantation,22,PIEL,C,LIVE,17,1,2,227,0.427514793,18.83490451,,12.39,217
FPC023,FPC,Florida Plantation,23,PIEL,C,LIVE,25.5,1,2,510.7,0.40640625,7.957747155,,11.87,211
FPC024,FPC,Florida Plantation,24,PIEL,C,LIVE,18,1,2,254.5,0.479289941,18.83490451,,11.43,189
FPC025,FPC,Florida Plantation,25,PIEL,C,LIVE,10.2,1,2,81.7,0.153905325,18.83490451,,9.38,199
FPC026,FPC,Florida Plantation,26,PIEL,C,LIVE,18.8,1,2,277.6,0.522840237,18.83490451,,4.74,210
FPC027,FPC,Florida Plantation,27,PIEL,C,LIVE,15.3,1,2,183.9,0.346286982,18.83490451,,8.29,184
FPC028,FPC,Florida Plantation,28,PIEL,C,LIVE,23,1,2,415.5,0.330625,7.957747155,,9.94,161
FPC029,FPC,Florida Plantation,29,PIEL,C,LIVE,24.5,1,2,471.4,0.37515625,7.957747155,,7.35,154
FPC030,FPC,Florida Plantation,30,PIEL,C,LIVE,18,1,2,254.5,0.479289941,18.83490451,,9.99,144
FPC031,FPC,Florida Plantation,31,PIEL,C,LIVE,18.2,1,2,260.2,0.49,18.83490451,,7.67,137
FPC032,FPC,Florida Plantation,32,PIEL,C,LIVE,16.8,1,2,221.7,0.417514793,18.83490451,,3.14,139
FPC033,FPC,Florida Plantation,33,PIEL,C,LIVE,14.3,1,2,160.6,0.3025,18.83490451,,9.52,119
FPC034,FPC,Florida Plantation,34,PIEL,C,LIVE,14.1,1,2,156.1,0.294097633,18.83490451,,10.48,114
FPC035,FPC,Florida Plantation,35,PIEL,C,LIVE,14.8,1,2,172,0.324023669,18.83490451,,11.29,109
FPC036,FPC,Florida Plantation,36,PIEL,C,LIVE,22.5,1,2,397.6,0.31640625,7.957747155,,11.29,94
FPC037,FPC,Florida Plantation,37,PIEL,C,LIVE,27.4,1,2,589.6,0.469225,7.957747155,,5.75,76
FPC038,FPC,Florida Plantation,38,PIEL,C,LIVE,27.4,1,2,589.6,0.469225,7.957747155,has a wound on w. side,9.56,70
MAA001,MAA,Michigan AmerifluxTower,1,ACRU,C,LIVE,25.8,1,2,522.8,0.416025,7.957747155,,5.88,86
MAA002,MAA,Michigan AmerifluxTower,2,ACRU,C,LIVE,29.4,1,2,678.9,0.540225,7.957747155,,5.96,85
MAA003,MAA,Michigan AmerifluxTower,3,BEPA,*,DEAD,21.2,1,2,353,0.2809,7.957747155,,8.67,109
MAA004,MAA,Michigan AmerifluxTower,4,BEPA,*,DEAD,27.7,1,2,602.6,0.47955625,7.957747155,,10.39,123
MAA005,MAA,Michigan AmerifluxTower,5,BEPA,C,LIVE,22.3,1,2,390.6,0.31080625,7.957747155,BENT OVER,13.17,85
MAA006,MAA,Michigan AmerifluxTower,6,BEPA,C,LIVE,24.3,1,2,463.8,0.36905625,7.957747155,,12.04,73
MAA007,MAA,Michigan AmerifluxTower,7,BEPA,C,LIVE,29.3,1,2,674.3,0.53655625,7.957747155,,12.48,71
MAA008,MAA,Michigan AmerifluxTower,8,BEPA,C,LIVE,27.6,1,2,598.3,0.4761,7.957747155,,16.22,77
MAA009,MAA,Michigan AmerifluxTower,9,BEPA,I,LIVE,20.5,1,2,330.1,0.26265625,7.957747155,,17.95,56
MAA010,MAA,Michigan AmerifluxTower,10,POGR,C,LIVE,32.3,1,2,819.4,0.65205625,7.957747155,,19.95,37
MAA011,MAA,Michigan AmerifluxTower,11,POGR,C,LIVE,34.4,1,2,929.4,0.7396,7.957747155,,18.62,10
MAA012,MAA,Michigan AmerifluxTower,12,POGR,C,LIVE,38.8,1,2,1182.4,0.9409,7.957747155,,16.5,8
MAA013,MAA,Michigan AmerifluxTower,13,BEPA,I,LIVE,29.9,1,2,702.2,0.55875625,7.957747155,,11.42,15
MAA014,MAA,Michigan AmerifluxTower,14,POGR,C,LIVE,31.1,1,2,759.6,0.60450625,7.957747155,,9.98,30
MAA015,MAA,Michigan AmerifluxTower,15,POGR,D,LIVE,45.8,1,2,1647.5,1.311025,7.957747155,,8.62,10
MAA016,MAA,Michigan AmerifluxTower,16,POGR,I,LIVE,17.9,1,2,251.6,0.47397929,18.83490451,,11.75,5
MAA017,MAA,Michigan AmerifluxTower,17,POGR,C,LIVE,20.7,1,2,336.5,0.26780625,7.957747155,,16.58,335
MAA018,MAA,Michigan AmerifluxTower,18,BEPA,*,DEAD,27.3,1,2,585.3,0.46580625,7.957747155,,12.75,330
MAA019,MAA,Michigan AmerifluxTower,19,BEPA,I,LIVE,20.3,1,2,323.7,0.25755625,7.957747155,,11.99,329
MAA020,MAA,Michigan AmerifluxTower,20,BEPA,I,LIVE,23,1,2,415.5,0.330625,7.957747155,,12.51,327
MAA021,MAA,Michigan AmerifluxTower,21,QURU,C,LIVE,52.3,1,2,2148.3,1.70955625,7.957747155,,5.23,315
MAA022,MAA,Michigan AmerifluxTower,22,QURU,C,LIVE,34,1,2,907.9,0.7225,7.957747155,,12.58,310
MAA023,MAA,Michigan AmerifluxTower,23,QURU,C,LIVE,26.1,1,2,535,0.42575625,7.957747155,,19.9,294
MAA024,MAA,Michigan AmerifluxTower,24,ACRU,C,LIVE,12.5,1,2,122.7,0.231139053,18.83490451,,9.85,298
MAA025,MAA,Michigan AmerifluxTower,25,ACRU,C,LIVE,17,1,2,227,0.427514793,18.83490451,,9.68,298
MAA026,MAA,Michigan AmerifluxTower,26,ACRU,C,LIVE,15.2,1,2,181.5,0.341775148,18.83490451,,9.5,297
MAA027,MAA,Michigan AmerifluxTower,27,ACRU,I,LIVE,11.5,1,2,103.9,0.195636095,18.83490451,,7,287
MAA028,MAA,Michigan AmerifluxTower,28,ACRU,I,LIVE,12.1,1,2,115,0.21658284,18.83490451,,6.95,286
MAA029,MAA,Michigan AmerifluxTower,29,BEPA,*,DEAD,25.2,1,2,498.8,0.3969,7.957747155,,13.85,253
MAA030,MAA,Michigan AmerifluxTower,30,FAGR,S,LIVE,11.3,1,2,100.3,0.188890533,18.83490451,,10.1,245
MAA031,MAA,Michigan AmerifluxTower,31,BEPA,*,DEAD,19.5,1,2,298.6,0.5625,18.83490451,,9.8,242
MAA032,MAA,Michigan AmerifluxTower,32,BEPA,*,DEAD,30,1,2,706.9,0.5625,7.957747155,,12.2,242
MAA033,MAA,Michigan AmerifluxTower,33,POGR,*,DEAD,21,1,2,346.4,0.275625,7.957747155,,15.82,244
MAA034,MAA,Michigan AmerifluxTower,34,BEPA,C,LIVE,25.5,1,2,510.7,0.40640625,7.957747155,,17.08,215
MAA035,MAA,Michigan AmerifluxTower,35,BEPA,*,DEAD,23,1,2,415.5,0.330625,7.957747155,,12.68,205
MAA036,MAA,Michigan AmerifluxTower,36,BEPA,C,LIVE,27.5,1,2,594,0.47265625,7.957747155,,12.1,207
MAA037,MAA,Michigan AmerifluxTower,37,POGR,C,LIVE,42.3,1,2,1405.3,1.11830625,7.957747155,,9.23,192
MAA038,MAA,Michigan AmerifluxTower,38,POGR,C,LIVE,47.5,1,2,1772.1,1.41015625,7.957747155,,8.23,194
MAA039,MAA,Michigan AmerifluxTower,39,ACRU,S,LIVE,19.4,1,2,295.6,0.556745562,18.83490451,,8.02,215
MAA040,MAA,Michigan AmerifluxTower,40,ACRU,S,LIVE,16.2,1,2,206.1,0.388224852,18.83490451,,7.97,220
MAA041,MAA,Michigan AmerifluxTower,41,ACRU,S,LIVE,15.2,1,2,181.5,0.341775148,18.83490451,,5.2,215
MAA042,MAA,Michigan AmerifluxTower,42,BEPA,I,LIVE,22,1,2,380.1,0.3025,7.957747155,,6.58,210
MAA043,MAA,Michigan AmerifluxTower,43,BEPA,C,LIVE,18.4,1,2,265.9,0.500828402,18.83490451,,7.17,209
MAA045,MAA,Michigan AmerifluxTower,45,BEPA,C,LIVE,24.2,1,2,460,0.366025,7.957747155,,19.59,186
MAA046,MAA,Michigan AmerifluxTower,46,BEPA,C,LIVE,22.8,1,2,408.3,0.3249,7.957747155,,19.99,187
MAA047,MAA,Michigan AmerifluxTower,47,ACRU,I,LIVE,17.4,1,2,237.8,0.447869822,18.83490451,,11.31,165
MAA048,MAA,Michigan AmerifluxTower,48,ACRU,I,LIVE,18.3,1,2,263,0.495399408,18.83490451,,11,165
MAA049,MAA,Michigan AmerifluxTower,49,ACRU,I,LIVE,12,1,2,113.1,0.213017751,18.83490451,,10.77,164
MAA050,MAA,Michigan AmerifluxTower,50,BEPA,*,DEAD,27,1,2,572.6,0.455625,7.957747155,,6.74,155
MAA051,MAA,Michigan AmerifluxTower,51,QURU,S,LIVE,13.8,1,2,149.6,0.281715976,18.83490451,,3.32,185
MAA052,MAA,Michigan AmerifluxTower,52,BEPA,C,LIVE,21.2,1,2,353,0.2809,7.957747155,,3.58,150
MAB001,MAB,Michigan AmerifluxTower,1,ACRU,I,LIVE,19.2,1,2,289.5,0.545325444,18.83490451,,9.72,197
MAB002,MAB,Michigan AmerifluxTower,2,ACRU,C,LIVE,26.3,1,2,543.3,0.43230625,7.957747155,,12.34,205
MAB003,MAB,Michigan AmerifluxTower,3,ACRU,C,LIVE,27.7,1,2,602.6,0.47955625,7.957747155,E69,11.88,202
MAB004,MAB,Michigan AmerifluxTower,4,ACRU,C,LIVE,18.1,1,2,257.3,0.484630178,18.83490451,,12.15,200
MAB005,MAB,Michigan AmerifluxTower,5,ACRU,C,LIVE,22.9,1,2,411.9,0.32775625,7.957747155,,12.49,199
MAB006,MAB,Michigan AmerifluxTower,6,BEPA,C,LIVE,24.5,1,2,471.4,0.37515625,7.957747155,,16.83,192
MAB007,MAB,Michigan AmerifluxTower,7,BEPA,C,LIVE,28.5,1,2,637.9,0.50765625,7.957747155,,12.14,190
MAB008,MAB,Michigan AmerifluxTower,8,POGR,C,LIVE,22,1,2,380.1,0.3025,7.957747155,,10.19,187
MAB009,MAB,Michigan AmerifluxTower,9,PIST,S,LIVE,15.5,1,2,188.7,0.355399408,18.83490451,,8.67,194
MAB010,MAB,Michigan AmerifluxTower,10,PIST,C,LIVE,36.3,1,2,1034.9,0.82355625,7.957747155,,10.45,160
MAB011,MAB,Michigan AmerifluxTower,11,PIST,I,LIVE,21.6,1,2,366.4,0.2916,7.957747155,,15.38,150
MAB012,MAB,Michigan AmerifluxTower,12,PIST,I,LIVE,22.9,1,2,411.9,0.32775625,7.957747155,,15.87,145
MAB013,MAB,Michigan AmerifluxTower,13,POGR,C,LIVE,17.9,1,2,251.6,0.47397929,18.83490451,,13,130
MAB014,MAB,Michigan AmerifluxTower,14,POGR,I,LIVE,12.8,1,2,128.7,0.242366864,18.83490451,,12.2,135
MAB015,MAB,Michigan AmerifluxTower,15,POGR,S,LIVE,14.3,1,2,160.6,0.3025,18.83490451,,9.3,130
MAB016,MAB,Michigan AmerifluxTower,16,PIST,S,LIVE,10.9,1,2,93.3,0.175754438,18.83490451,,5.05,140
MAB017,MAB,Michigan AmerifluxTower,17,PIST,I,LIVE,17.6,1,2,243.3,0.458224852,18.83490451,,3.98,125
MAB018,MAB,Michigan AmerifluxTower,18,ACRU,C,LIVE,32.7,1,2,839.8,0.66830625,7.957747155,,9.35,11
MAB019,MAB,Michigan AmerifluxTower,19,ACRU,C,LIVE,35.8,1,2,1006.6,0.801025,7.957747155,,9.87,109
MAB020,MAB,Michigan AmerifluxTower,20,ACRU,S,LIVE,13.2,1,2,136.8,0.257751479,18.83490451,,8.94,105
MAB021,MAB,Michigan AmerifluxTower,21,ACRU,C,LIVE,34.1,1,2,913.3,0.72675625,7.957747155,,9.22,99
MAB022,MAB,Michigan AmerifluxTower,22,POGR,C,LIVE,23.2,1,2,422.7,0.3364,7.957747155,,16.48,98
MAB023,MAB,Michigan AmerifluxTower,23,FAGR,S,LIVE,21.2,1,2,353,0.2809,7.957747155,,14.04,85
MAB024,MAB,Michigan AmerifluxTower,24,PIST,S,LIVE,13.7,1,2,147.4,0.277647929,18.83490451,,9.01,93
MAB025,MAB,Michigan AmerifluxTower,25,POGR,C,LIVE,36.2,1,2,1029.2,0.819025,7.957747155,,19.25,65
MAB026,MAB,Michigan AmerifluxTower,26,POGR,*,DEAD,28.2,1,2,624.6,0.497025,7.957747155,,12.91,66
MAB027,MAB,Michigan AmerifluxTower,27,PIST,S,LIVE,11.7,1,2,107.5,0.2025,18.83490451,,10.77,63
MAB028,MAB,Michigan AmerifluxTower,28,PIST,S,LIVE,13.7,1,2,147.4,0.277647929,18.83490451,,7.55,70
MAB029,MAB,Michigan AmerifluxTower,29,PIST,S,LIVE,11.7,1,2,107.5,0.2025,18.83490451,,7.3,76
MAB030,MAB,Michigan AmerifluxTower,30,PIST,S,LIVE,12.1,1,2,115,0.21658284,18.83490451,,8.17,55
MAB031,MAB,Michigan AmerifluxTower,31,BEPA,*,DEAD,32.4,1,2,824.5,0.6561,7.957747155,,5.33,55
MAB032,MAB,Michigan AmerifluxTower,32,BEPA,*,DEAD,31.4,1,2,774.4,0.616225,7.957747155,,5.47,53
MAB033,MAB,Michigan AmerifluxTower,33,BEPA,*,DEAD,20.8,1,2,339.8,0.2704,7.957747155,,5.17,50
MAB034,MAB,Michigan AmerifluxTower,34,PIST,I,LIVE,18.8,1,2,277.6,0.522840237,18.83490451,,7.11,48
MAB035,MAB,Michigan AmerifluxTower,35,BEPA,D,LIVE,20.1,1,2,317.3,0.25250625,7.957747155,,10.25,50
MAB036,MAB,Michigan AmerifluxTower,36,BEPA,*,DEAD,20,1,2,314.2,0.25,7.957747155,,17.71,50
MAB037,MAB,Michigan AmerifluxTower,37,PIST,I,LIVE,13,1,2,132.7,0.25,18.83490451,,8.94,36
MAB038,MAB,Michigan AmerifluxTower,38,PIST,C,LIVE,20.4,1,2,326.9,0.2601,7.957747155,,17.2,23
MAB039,MAB,Michigan AmerifluxTower,39,PIST,C,LIVE,20.9,1,2,343.1,0.27300625,7.957747155,,18.18,5
MAB040,MAB,Michigan AmerifluxTower,40,ACRU,*,DEAD,19.6,1,2,301.7,0.568284024,18.83490451,CHECK WOOD FOR SPP.,11.88,4
MAB041,MAB,Michigan AmerifluxTower,41,PIST,C,LIVE,27.7,1,2,602.6,0.47955625,7.957747155,,19.07,347
MAB042,MAB,Michigan AmerifluxTower,42,PIST,C,LIVE,20,1,2,314.2,0.25,7.957747155,,13.72,347
MAB043,MAB,Michigan AmerifluxTower,43,FAGR,C,LIVE,37.5,1,2,1104.5,0.87890625,7.957747155,,8.45,344
MAB044,MAB,Michigan AmerifluxTower,44,PIST,S,LIVE,12.3,1,2,118.8,0.223801775,18.83490451,,5.79,15
MAB045,MAB,Michigan AmerifluxTower,45,PIST,*,DEAD,11.5,1,2,103.9,0.195636095,18.83490451,,0.49,355
MAB046,MAB,Michigan AmerifluxTower,46,FAGR,C,LIVE,18.7,1,2,274.6,0.517292899,18.83490451,,1.34,317
MAB047,MAB,Michigan AmerifluxTower,47,BEPA,*,DEAD,17.4,1,2,237.8,0.447869822,18.83490451,,2.61,305
MAB048,MAB,Michigan AmerifluxTower,48,BEPA,*,DEAD,19.6,1,2,301.7,0.568284024,18.83490451,,3.11,304
MAB049,MAB,Michigan AmerifluxTower,49,PIST,C,LIVE,13.3,1,2,138.9,0.261671598,18.83490451,,3.37,313
MAB050,MAB,Michigan AmerifluxTower,50,POGR,*,DEAD,16,1,2,201.1,0.378698225,18.83490451,,4,315
MAB051,MAB,Michigan AmerifluxTower,51,PIST,C,LIVE,10.7,1,2,89.9,0.169363905,18.83490451,,6.08,310
MAB052,MAB,Michigan AmerifluxTower,52,PIST,C,LIVE,14.6,1,2,167.4,0.315325444,18.83490451,,11.7,315
MAB053,MAB,Michigan AmerifluxTower,53,BEPA,C,LIVE,21.8,1,2,373.3,0.297025,7.957747155,,14.84,320
MAB054,MAB,Michigan AmerifluxTower,54,PIST,C,LIVE,28.5,1,2,637.9,0.50765625,7.957747155,,14.7,330
MAB055,MAB,Michigan AmerifluxTower,55,ACRU,C,LIVE,34,1,2,907.9,0.7225,7.957747155,,20,300
MAB056,MAB,Michigan AmerifluxTower,56,ACRU,C,LIVE,25.2,1,2,498.8,0.3969,7.957747155,,20,299
MAB057,MAB,Michigan AmerifluxTower,57,PIST,C,LIVE,21.3,1,2,356.3,0.28355625,7.957747155,,10.58,300
MAB058,MAB,Michigan AmerifluxTower,58,PIST,C,LIVE,18.3,1,2,263,0.495399408,18.83490451,,6.88,296
MAB059,MAB,Michigan AmerifluxTower,59,PIST,C,LIVE,12.2,1,2,116.9,0.220177515,18.83490451,,9.44,298
MAB060,MAB,Michigan AmerifluxTower,60,BEPA,*,DEAD,22.9,1,2,411.9,0.32775625,7.957747155,,9.52,275
MAB061,MAB,Michigan AmerifluxTower,61,PIST,S,LIVE,11.7,1,2,107.5,0.2025,18.83490451,,11.03,280
MAB062,MAB,Michigan AmerifluxTower,62,QURU,C,LIVE,32.8,1,2,845,0.6724,7.957747155,,19.5,285
MAB063,MAB,Michigan AmerifluxTower,63,BEPA,I,LIVE,29.2,1,2,669.7,0.5329,7.957747155,,13.57,272
MAB064,MAB,Michigan AmerifluxTower,64,BEPA,*,DEAD,28,1,2,615.8,0.49,7.957747155,,13.18,268
MAB065,MAB,Michigan AmerifluxTower,65,POGR,C,LIVE,37.1,1,2,1081,0.86025625,7.957747155,,19.88,247
MAB066,MAB,Michigan AmerifluxTower,66,POGR,C,LIVE,46.9,1,2,1727.6,1.37475625,7.957747155,,16.36,236
MAB067,MAB,Michigan AmerifluxTower,67,BEPA,C,LIVE,29.9,1,2,702.2,0.55875625,7.957747155,,13.69,245
MAC001,MAC,Michigan AmerifluxTower,1,ACRU,I,LIVE,16.9,1,2,224.3,0.4225,18.83490451,,4,38
MAC002,MAC,Michigan AmerifluxTower,2,ACRU,*,DEAD,10.3,1,2,83.3,0.15693787,18.83490451,,4.01,43
MAC003,MAC,Michigan AmerifluxTower,3,ACRU,I,LIVE,14.9,1,2,174.4,0.32841716,18.83490451,,4.44,42
MAC004,MAC,Michigan AmerifluxTower,4,PIST,S,LIVE,11.8,1,2,109.4,0.205976331,18.83490451,,6.07,38
MAC005,MAC,Michigan AmerifluxTower,5,PIST,S,LIVE,11.8,1,2,109.4,0.205976331,18.83490451,,6.71,30
MAC006,MAC,Michigan AmerifluxTower,6,PIST,S,LIVE,12.5,1,2,122.7,0.231139053,18.83490451,,7.47,43
MAC007,MAC,Michigan AmerifluxTower,7,POGR,C,LIVE,32,1,2,804.2,0.64,7.957747155,,12.46,44
MAC008,MAC,Michigan AmerifluxTower,8,PIST,S,LIVE,21.7,1,2,369.8,0.29430625,7.957747155,,19.62,44
MAC009,MAC,Michigan AmerifluxTower,9,BEPA,*,DEAD,20.1,1,2,317.3,0.25250625,7.957747155,,17.88,26
MAC010,MAC,Michigan AmerifluxTower,10,POGR,C,LIVE,26.4,1,2,547.4,0.4356,7.957747155,,17.23,21
MAC011,MAC,Michigan AmerifluxTower,11,POGR,*,DEAD,32.7,1,2,839.8,0.66830625,7.957747155,,16.59,28
MAC012,MAC,Michigan AmerifluxTower,12,POGR,C,LIVE,41.3,1,2,1339.6,1.06605625,7.957747155,,12.88,12
MAC013,MAC,Michigan AmerifluxTower,13,BEPA,C,LIVE,21.4,1,2,359.7,0.286225,7.957747155,,16.28,356
MAC014,MAC,Michigan AmerifluxTower,14,QURU,C,LIVE,27.4,1,2,589.6,0.469225,7.957747155,,13.18,355
MAC015,MAC,Michigan AmerifluxTower,15,PIST,S,LIVE,10.9,1,2,93.3,0.175754438,18.83490451,,10.88,354
MAC016,MAC,Michigan AmerifluxTower,16,PIST,S,LIVE,10.1,1,2,80.1,0.150902367,18.83490451,,12.56,0
MAC017,MAC,Michigan AmerifluxTower,17,PIST,S,LIVE,11.3,1,2,100.3,0.188890533,18.83490451,,9,358
MAC018,MAC,Michigan AmerifluxTower,18,PIST,*,DEAD,12.3,1,2,118.8,0.223801775,18.83490451,,7.53,354
MAC019,MAC,Michigan AmerifluxTower,19,BEPA,*,DEAD,19,1,2,283.5,0.534023669,18.83490451,,6.08,354
MAC020,MAC,Michigan AmerifluxTower,20,PIST,I,LIVE,12.1,1,2,115,0.21658284,18.83490451,,5.77,352
MAC021,MAC,Michigan AmerifluxTower,21,PIST,S,LIVE,10,1,2,78.5,0.147928994,18.83490451,,6.24,327
MAC022,MAC,Michigan AmerifluxTower,22,POGR,*,DEAD,14.1,1,2,156.1,0.294097633,18.83490451,,5.75,325
MAC023,MAC,Michigan AmerifluxTower,23,POGR,C,LIVE,22.7,1,2,404.7,0.32205625,7.957747155,,10.31,322
MAC024,MAC,Michigan AmerifluxTower,24,PIST,S,LIVE,14.8,1,2,172,0.324023669,18.83490451,,12.21,320
MAC025,MAC,Michigan AmerifluxTower,25,QURU,C,LIVE,33.2,1,2,865.7,0.6889,7.957747155,,19.48,335
