"TreeID","PlotID","site","tree","species","canopy.class","live.dead","dbh","stems","total.cores","BA.cm2","BA.m2.ha","dens.stem.ha","notes","distance","azimuth","plot","Dated"
"MAB011","MAB","Michigan AmerifluxTower",11,"PIST","I","LIVE",21.6,1,2,366.4,0.2916,7.957747155,NA,15.38,150,"B",NA
"MAB012","MAB","Michigan AmerifluxTower",12,"PIST","I","LIVE",22.9,1,2,411.9,0.32775625,7.957747155,NA,15.87,145,"B",NA
"MAB013","MAB","Michigan AmerifluxTower",13,"POGR","C","LIVE",17.9,1,2,251.6,0.47397929,18.83490451,NA,13,130,"B",NA
"MAB014","MAB","Michigan AmerifluxTower",14,"POGR","I","LIVE",12.8,1,2,128.7,0.242366864,18.83490451,NA,12.2,135,"B",NA
"MAB015","MAB","Michigan AmerifluxTower",15,"POGR","S","LIVE",14.3,1,2,160.6,0.3025,18.83490451,NA,9.3,130,"B",NA
"MAB016","MAB","Michigan AmerifluxTower",16,"PIST","S","LIVE",10.9,1,2,93.3,0.175754438,18.83490451,NA,5.05,140,"B",NA
"MAB017","MAB","Michigan AmerifluxTower",17,"PIST","I","LIVE",17.6,1,2,243.3,0.458224852,18.83490451,NA,3.98,125,"B",NA
"MAB018","MAB","Michigan AmerifluxTower",18,"ACRU","C","LIVE",32.7,1,2,839.8,0.66830625,7.957747155,NA,9.35,11,"B",NA
"MAB019","MAB","Michigan AmerifluxTower",19,"ACRU","C","LIVE",35.8,1,2,1006.6,0.801025,7.957747155,NA,9.87,109,"B",NA
"MAB020","MAB","Michigan AmerifluxTower",20,"ACRU","S","LIVE",13.2,1,2,136.8,0.257751479,18.83490451,NA,8.94,105,"B",NA
"MAB021","MAB","Michigan AmerifluxTower",21,"ACRU","C","LIVE",34.1,1,2,913.3,0.72675625,7.957747155,NA,9.22,99,"B",NA
"MAB022","MAB","Michigan AmerifluxTower",22,"POGR","C","LIVE",23.2,1,2,422.7,0.3364,7.957747155,NA,16.48,98,"B",NA
"MAB023","MAB","Michigan AmerifluxTower",23,"FAGR","S","LIVE",21.2,1,2,353,0.2809,7.957747155,NA,14.04,85,"B",NA
"MAB024","MAB","Michigan AmerifluxTower",24,"PIST","S","LIVE",13.7,1,2,147.4,0.277647929,18.83490451,NA,9.01,93,"B",NA
"MAB025","MAB","Michigan AmerifluxTower",25,"POGR","C","LIVE",36.2,1,2,1029.2,0.819025,7.957747155,NA,19.25,65,"B",NA
"MAB026","MAB","Michigan AmerifluxTower",26,"POGR",NA,"DEAD",28.2,1,2,624.6,0.497025,7.957747155,NA,12.91,66,"B",NA
"MAB027","MAB","Michigan AmerifluxTower",27,"PIST","S","LIVE",11.7,1,2,107.5,0.2025,18.83490451,NA,10.77,63,"B",NA
"MAB028","MAB","Michigan AmerifluxTower",28,"PIST","S","LIVE",13.7,1,2,147.4,0.277647929,18.83490451,NA,7.55,70,"B",NA
"MAB029","MAB","Michigan AmerifluxTower",29,"PIST","S","LIVE",11.7,1,2,107.5,0.2025,18.83490451,NA,7.3,76,"B",NA
"MAB030","MAB","Michigan AmerifluxTower",30,"PIST","S","LIVE",12.1,1,2,115,0.21658284,18.83490451,NA,8.17,55,"B",NA
"MAB031","MAB","Michigan AmerifluxTower",31,"BEPA",NA,"DEAD",32.4,1,2,824.5,0.6561,7.957747155,NA,5.33,55,"B",NA
"MAB032","MAB","Michigan AmerifluxTower",32,"BEPA",NA,"DEAD",31.4,1,2,774.4,0.616225,7.957747155,NA,5.47,53,"B",NA
"MAB033","MAB","Michigan AmerifluxTower",33,"BEPA",NA,"DEAD",20.8,1,2,339.8,0.2704,7.957747155,NA,5.17,50,"B",NA
"MAB034","MAB","Michigan AmerifluxTower",34,"PIST","I","LIVE",18.8,1,2,277.6,0.522840237,18.83490451,NA,7.11,48,"B",NA
"MAB035","MAB","Michigan AmerifluxTower",35,"BEPA","D","LIVE",20.1,1,2,317.3,0.25250625,7.957747155,NA,10.25,50,"B",NA
"MAB036","MAB","Michigan AmerifluxTower",36,"BEPA",NA,"DEAD",20,1,2,314.2,0.25,7.957747155,NA,17.71,50,"B",NA
"MAB037","MAB","Michigan AmerifluxTower",37,"PIST","I","LIVE",13,1,2,132.7,0.25,18.83490451,NA,8.94,36,"B",NA
"MAB038","MAB","Michigan AmerifluxTower",38,"PIST","C","LIVE",20.4,1,2,326.9,0.2601,7.957747155,NA,17.2,23,"B",NA
"MAB039","MAB","Michigan AmerifluxTower",39,"PIST","C","LIVE",20.9,1,2,343.1,0.27300625,7.957747155,NA,18.18,5,"B",NA
"MAB040","MAB","Michigan AmerifluxTower",40,"ACRU",NA,"DEAD",19.6,1,2,301.7,0.568284024,18.83490451,"CHECK WOOD FOR SPP.",11.88,4,"B",NA
"MAB041","MAB","Michigan AmerifluxTower",41,"PIST","C","LIVE",27.7,1,2,602.6,0.47955625,7.957747155,NA,19.07,347,"B",NA
"MAB042","MAB","Michigan AmerifluxTower",42,"PIST","C","LIVE",20,1,2,314.2,0.25,7.957747155,NA,13.72,347,"B",NA
"MAB043","MAB","Michigan AmerifluxTower",43,"FAGR","C","LIVE",37.5,1,2,1104.5,0.87890625,7.957747155,NA,8.45,344,"B",NA
"MAB044","MAB","Michigan AmerifluxTower",44,"PIST","S","LIVE",12.3,1,2,118.8,0.223801775,18.83490451,NA,5.79,15,"B",NA
"MAB045","MAB","Michigan AmerifluxTower",45,"PIST",NA,"DEAD",11.5,1,2,103.9,0.195636095,18.83490451,NA,0.49,355,"B",NA
"MAB046","MAB","Michigan AmerifluxTower",46,"FAGR","C","LIVE",18.7,1,2,274.6,0.517292899,18.83490451,NA,1.34,317,"B",NA
"MAB047","MAB","Michigan AmerifluxTower",47,"BEPA",NA,"DEAD",17.4,1,2,237.8,0.447869822,18.83490451,NA,2.61,305,"B",NA
"MAB048","MAB","Michigan AmerifluxTower",48,"BEPA",NA,"DEAD",19.6,1,2,301.7,0.568284024,18.83490451,NA,3.11,304,"B",NA
"MAB049","MAB","Michigan AmerifluxTower",49,"PIST","C","LIVE",13.3,1,2,138.9,0.261671598,18.83490451,NA,3.37,313,"B",NA
"MAB050","MAB","Michigan AmerifluxTower",50,"POGR",NA,"DEAD",16,1,2,201.1,0.378698225,18.83490451,NA,4,315,"B",NA
"MAB051","MAB","Michigan AmerifluxTower",51,"PIST","C","LIVE",10.7,1,2,89.9,0.169363905,18.83490451,NA,6.08,310,"B",NA
"MAB052","MAB","Michigan AmerifluxTower",52,"PIST","C","LIVE",14.6,1,2,167.4,0.315325444,18.83490451,NA,11.7,315,"B",NA
"MAB053","MAB","Michigan AmerifluxTower",53,"BEPA","C","LIVE",21.8,1,2,373.3,0.297025,7.957747155,NA,14.84,320,"B",NA
"MAB054","MAB","Michigan AmerifluxTower",54,"PIST","C","LIVE",28.5,1,2,637.9,0.50765625,7.957747155,NA,14.7,330,"B",NA
"MAB055","MAB","Michigan AmerifluxTower",55,"ACRU","C","LIVE",34,1,2,907.9,0.7225,7.957747155,NA,20,300,"B",NA
"MAB056","MAB","Michigan AmerifluxTower",56,"ACRU","C","LIVE",25.2,1,2,498.8,0.3969,7.957747155,NA,20,299,"B",NA
"MAB057","MAB","Michigan AmerifluxTower",57,"PIST","C","LIVE",21.3,1,2,356.3,0.28355625,7.957747155,NA,10.58,300,"B",NA
"MAB058","MAB","Michigan AmerifluxTower",58,"PIST","C","LIVE",18.3,1,2,263,0.495399408,18.83490451,NA,6.88,296,"B",NA
"MAB059","MAB","Michigan AmerifluxTower",59,"PIST","C","LIVE",12.2,1,2,116.9,0.220177515,18.83490451,NA,9.44,298,"B",NA
"MAB060","MAB","Michigan AmerifluxTower",60,"BEPA",NA,"DEAD",22.9,1,2,411.9,0.32775625,7.957747155,NA,9.52,275,"B",NA
"MAB061","MAB","Michigan AmerifluxTower",61,"PIST","S","LIVE",11.7,1,2,107.5,0.2025,18.83490451,NA,11.03,280,"B",NA
"MAB062","MAB","Michigan AmerifluxTower",62,"QURU","C","LIVE",32.8,1,2,845,0.6724,7.957747155,NA,19.5,285,"B",NA
"MAB063","MAB","Michigan AmerifluxTower",63,"BEPA","I","LIVE",29.2,1,2,669.7,0.5329,7.957747155,NA,13.57,272,"B",NA
"MAB064","MAB","Michigan AmerifluxTower",64,"BEPA",NA,"DEAD",28,1,2,615.8,0.49,7.957747155,NA,13.18,268,"B",NA
"MAB065","MAB","Michigan AmerifluxTower",65,"POGR","C","LIVE",37.1,1,2,1081,0.86025625,7.957747155,NA,19.88,247,"B",NA
"MAB066","MAB","Michigan AmerifluxTower",66,"POGR","C","LIVE",46.9,1,2,1727.6,1.37475625,7.957747155,NA,16.36,236,"B",NA
"MAB067","MAB","Michigan AmerifluxTower",67,"BEPA","C","LIVE",29.9,1,2,702.2,0.55875625,7.957747155,NA,13.69,245,"B",NA
"MAC001","MAC","Michigan AmerifluxTower",1,"ACRU","I","LIVE",16.9,1,2,224.3,0.4225,18.83490451,NA,4,38,"C",NA
"MAC002","MAC","Michigan AmerifluxTower",2,"ACRU",NA,"DEAD",10.3,1,2,83.3,0.15693787,18.83490451,NA,4.01,43,"C",NA
"MAC003","MAC","Michigan AmerifluxTower",3,"ACRU","I","LIVE",14.9,1,2,174.4,0.32841716,18.83490451,NA,4.44,42,"C",NA
"MAC004","MAC","Michigan AmerifluxTower",4,"PIST","S","LIVE",11.8,1,2,109.4,0.205976331,18.83490451,NA,6.07,38,"C",NA
"MAC005","MAC","Michigan AmerifluxTower",5,"PIST","S","LIVE",11.8,1,2,109.4,0.205976331,18.83490451,NA,6.71,30,"C",NA
"MAC006","MAC","Michigan AmerifluxTower",6,"PIST","S","LIVE",12.5,1,2,122.7,0.231139053,18.83490451,NA,7.47,43,"C",NA
"MAC007","MAC","Michigan AmerifluxTower",7,"POGR","C","LIVE",32,1,2,804.2,0.64,7.957747155,NA,12.46,44,"C",NA
"MAC008","MAC","Michigan AmerifluxTower",8,"PIST","S","LIVE",21.7,1,2,369.8,0.29430625,7.957747155,NA,19.62,44,"C",NA
"MAC009","MAC","Michigan AmerifluxTower",9,"BEPA",NA,"DEAD",20.1,1,2,317.3,0.25250625,7.957747155,NA,17.88,26,"C",NA
"MAC010","MAC","Michigan AmerifluxTower",10,"POGR","C","LIVE",26.4,1,2,547.4,0.4356,7.957747155,NA,17.23,21,"C",NA
"MAC011","MAC","Michigan AmerifluxTower",11,"POGR",NA,"DEAD",32.7,1,2,839.8,0.66830625,7.957747155,NA,16.59,28,"C",NA
"MAC012","MAC","Michigan AmerifluxTower",12,"POGR","C","LIVE",41.3,1,2,1339.6,1.06605625,7.957747155,NA,12.88,12,"C",NA
"MAC013","MAC","Michigan AmerifluxTower",13,"BEPA","C","LIVE",21.4,1,2,359.7,0.286225,7.957747155,NA,16.28,356,"C",NA
"MAC014","MAC","Michigan AmerifluxTower",14,"QURU","C","LIVE",27.4,1,2,589.6,0.469225,7.957747155,NA,13.18,355,"C",NA
"MAC015","MAC","Michigan AmerifluxTower",15,"PIST","S","LIVE",10.9,1,2,93.3,0.175754438,18.83490451,NA,10.88,354,"C",NA
"MAC016","MAC","Michigan AmerifluxTower",16,"PIST","S","LIVE",10.1,1,2,80.1,0.150902367,18.83490451,NA,12.56,0,"C",NA
"MAC017","MAC","Michigan AmerifluxTower",17,"PIST","S","LIVE",11.3,1,2,100.3,0.188890533,18.83490451,NA,9,358,"C",NA
"MAC018","MAC","Michigan AmerifluxTower",18,"PIST",NA,"DEAD",12.3,1,2,118.8,0.223801775,18.83490451,NA,7.53,354,"C",NA
"MAC019","MAC","Michigan AmerifluxTower",19,"BEPA",NA,"DEAD",19,1,2,283.5,0.534023669,18.83490451,NA,6.08,354,"C",NA
"MAC020","MAC","Michigan AmerifluxTower",20,"PIST","I","LIVE",12.1,1,2,115,0.21658284,18.83490451,NA,5.77,352,"C",NA
"MAC021","MAC","Michigan AmerifluxTower",21,"PIST","S","LIVE",10,1,2,78.5,0.147928994,18.83490451,NA,6.24,327,"C",NA
"MAC022","MAC","Michigan AmerifluxTower",22,"POGR",NA,"DEAD",14.1,1,2,156.1,0.294097633,18.83490451,NA,5.75,325,"C",NA
"MAC023","MAC","Michigan AmerifluxTower",23,"POGR","C","LIVE",22.7,1,2,404.7,0.32205625,7.957747155,NA,10.31,322,"C",NA
"MAC024","MAC","Michigan AmerifluxTower",24,"PIST","S","LIVE",14.8,1,2,172,0.324023669,18.83490451,NA,12.21,320,"C",NA
"MAC025","MAC","Michigan AmerifluxTower",25,"QURU","C","LIVE",33.2,1,2,865.7,0.6889,7.957747155,NA,19.48,335,"C",NA
"MAC026","MAC","Michigan AmerifluxTower",26,"QURU","C","LIVE",33,1,2,855.3,0.680625,7.957747155,NA,20,335,"C",NA
"MAC027","MAC","Michigan AmerifluxTower",27,"QURU","C","LIVE",26.9,1,2,568.3,0.45225625,7.957747155,NA,19.56,313,"C",NA
"MAC028","MAC","Michigan AmerifluxTower",28,"QURU","C","LIVE",34.6,1,2,940.2,0.748225,7.957747155,NA,19.59,311,"C",NA
"MAC029","MAC","Michigan AmerifluxTower",29,"QURU","C","LIVE",27.8,1,2,607,0.483025,7.957747155,NA,19.21,311,"C",NA
"MAC030","MAC","Michigan AmerifluxTower",30,"PIST","S","LIVE",14.5,1,2,165.1,0.31102071,18.83490451,NA,7.45,314,"C",NA
"MAC031","MAC","Michigan AmerifluxTower",31,"POGR","C","LIVE",19.7,1,2,304.8,0.574097633,18.83490451,NA,6.51,310,"C",NA
"MAC032","MAC","Michigan AmerifluxTower",32,"POGR",NA,"DEAD",27.5,1,2,594,0.47265625,7.957747155,NA,14.55,301,"C",NA
"MAC033","MAC","Michigan AmerifluxTower",33,"POGR","C","LIVE",42,1,2,1385.4,1.1025,7.957747155,NA,19.5,287,"C",NA
"MAC034","MAC","Michigan AmerifluxTower",34,"POGR","C","LIVE",39.1,1,2,1200.7,0.95550625,7.957747155,NA,17.68,285,"C",NA
"MAC035","MAC","Michigan AmerifluxTower",35,"POGR",NA,"DEAD",23,1,2,415.5,0.330625,7.957747155,NA,9.35,280,"C",NA
"MAC036","MAC","Michigan AmerifluxTower",36,"PIST","I","LIVE",16.3,1,2,208.7,0.393032544,18.83490451,NA,7.57,283,"C",NA
"MAC037","MAC","Michigan AmerifluxTower",37,"PIST","I","LIVE",18.2,1,2,260.2,0.49,18.83490451,NA,10.16,268,"C",NA
"MAC038","MAC","Michigan AmerifluxTower",38,"POGR","C","LIVE",32.9,1,2,850.1,0.67650625,7.957747155,NA,17.51,273,"C",NA
"MAC039","MAC","Michigan AmerifluxTower",39,"POGR",NA,"DEAD",28,1,2,615.8,0.49,7.957747155,NA,17.03,255,"C",NA
"MAC040","MAC","Michigan AmerifluxTower",40,"ACRU","S","LIVE",16.5,1,2,213.8,0.402736686,18.83490451,NA,10.13,260,"C",NA
"MAC041","MAC","Michigan AmerifluxTower",41,"ACRU","C","LIVE",23.3,1,2,426.4,0.33930625,7.957747155,NA,4.05,274,"C",NA
"MAC042","MAC","Michigan AmerifluxTower",42,"ACRU","C","LIVE",22.4,1,2,394.1,0.3136,7.957747155,NA,3.69,272,"C",NA
"MAC043","MAC","Michigan AmerifluxTower",43,"ACRU","C","LIVE",21,1,2,346.4,0.275625,7.957747155,NA,3.67,267,"C",NA
"MAC044","MAC","Michigan AmerifluxTower",44,"QURU","C","LIVE",35.8,1,2,1006.6,0.801025,7.957747155,NA,5.23,245,"C",NA
"MAC045","MAC","Michigan AmerifluxTower",45,"PIST","S","LIVE",12.2,1,2,116.9,0.220177515,18.83490451,NA,10.16,242,"C",NA
"MAC046","MAC","Michigan AmerifluxTower",46,"QURU","C","LIVE",28.6,1,2,642.4,0.511225,7.957747155,NA,15.6,226,"C",NA
"MAC047","MAC","Michigan AmerifluxTower",47,"PIST","S","LIVE",13.8,1,2,149.6,0.281715976,18.83490451,NA,10.23,223,"C",NA
"MAC048","MAC","Michigan AmerifluxTower",48,"PIST","S","LIVE",12.2,1,2,116.9,0.220177515,18.83490451,NA,8.39,225,"C",NA
"MAC049","MAC","Michigan AmerifluxTower",49,"ACRU","I","LIVE",15.9,1,2,198.6,0.37397929,18.83490451,NA,6.92,190,"C",NA
"MAC050","MAC","Michigan AmerifluxTower",50,"ACRU","I","LIVE",21.1,1,2,349.7,0.27825625,7.957747155,NA,7.3,189,"C",NA
"MAC051","MAC","Michigan AmerifluxTower",51,"ACRU","I","LIVE",13.2,1,2,136.8,0.257751479,18.83490451,NA,6.93,187,"C",NA
"MAC052","MAC","Michigan AmerifluxTower",52,"PIST",NA,"DEAD",16,1,2,201.1,0.378698225,18.83490451,NA,9.77,194,"C",NA
"MAC053","MAC","Michigan AmerifluxTower",53,"BEPA","C","LIVE",23.1,1,2,419.1,0.33350625,7.957747155,NA,11.85,206,"C",NA
"MAC054","MAC","Michigan AmerifluxTower",54,"ACRU","C","LIVE",24.5,1,2,471.4,0.37515625,7.957747155,NA,18.2,200,"C",NA
"MAC055","MAC","Michigan AmerifluxTower",55,"ACRU","C","LIVE",26.7,1,2,559.9,0.44555625,7.957747155,NA,18.7,198,"C",NA
"MAC056","MAC","Michigan AmerifluxTower",56,"ACRU","C","LIVE",22.9,1,2,411.9,0.32775625,7.957747155,NA,18.2,169,"C",NA
"MAC057","MAC","Michigan AmerifluxTower",57,"QURU","C","LIVE",23.2,1,2,422.7,0.3364,7.957747155,NA,20,161,"C",NA
"MAC058","MAC","Michigan AmerifluxTower",58,"BEPA","C","LIVE",10.2,1,2,81.7,0.153905325,18.83490451,NA,13,158,"C",NA
"MAC059","MAC","Michigan AmerifluxTower",59,"BEPA","C","LIVE",17.7,1,2,246.1,0.463446746,18.83490451,NA,12.7,158,"C",NA
"MAC060","MAC","Michigan AmerifluxTower",60,"BEPA","C","LIVE",22.3,1,2,390.6,0.31080625,7.957747155,NA,12.18,157,"C",NA
"MAC061","MAC","Michigan AmerifluxTower",61,"PIST","S","LIVE",18.8,1,2,277.6,0.522840237,18.83490451,NA,4.7,185,"C",NA
"MAC062","MAC","Michigan AmerifluxTower",62,"BEPA","C","LIVE",22.3,1,2,390.6,0.31080625,7.957747155,NA,16.57,140,"C",NA
"MAC063","MAC","Michigan AmerifluxTower",63,"QURU","D","LIVE",37.8,1,2,1122.2,0.893025,7.957747155,NA,11.73,130,"C",NA
"MAC064","MAC","Michigan AmerifluxTower",64,"QURU","C","LIVE",39.3,1,2,1213,0.96530625,7.957747155,NA,11.54,128,"C",NA
"MAC065","MAC","Michigan AmerifluxTower",65,"ACRU","S","LIVE",11.3,1,2,100.3,0.188890533,18.83490451,NA,10.55,127,"C",NA
"MAC066","MAC","Michigan AmerifluxTower",66,"ACRU","S","LIVE",10.6,1,2,88.2,0.166213018,18.83490451,NA,10.55,129,"C",NA
"MAC067","MAC","Michigan AmerifluxTower",67,"QURU","C","LIVE",26.7,1,2,559.9,0.44555625,7.957747155,NA,19.41,87,"C",NA
"MAC068","MAC","Michigan AmerifluxTower",68,"QURU","C","LIVE",27.8,1,2,607,0.483025,7.957747155,NA,19.84,85,"C",NA
"MAC069","MAC","Michigan AmerifluxTower",69,"POGR","C","LIVE",35.5,1,2,989.8,0.78765625,7.957747155,NA,20,71,"C",NA
"MAC070","MAC","Michigan AmerifluxTower",70,"ACRU",NA,"DEAD",15.4,1,2,186.3,0.350828402,18.83490451,NA,11,97,"C",NA
"MAC071","MAC","Michigan AmerifluxTower",71,"ACRU","S","LIVE",10.8,1,2,91.6,0.172544379,18.83490451,NA,12,85,"C",NA
"MAC072","MAC","Michigan AmerifluxTower",72,"PIST","S","LIVE",10.7,1,2,89.9,0.169363905,18.83490451,NA,8.91,87,"C",NA
"MAC073","MAC","Michigan AmerifluxTower",73,"BEPA","I","LIVE",19,1,2,283.5,0.534023669,18.83490451,NA,5.93,74,"C",NA
"MAC074","MAC","Michigan AmerifluxTower",74,"BEPA","C","LIVE",20.1,1,2,317.3,0.25250625,7.957747155,NA,5.49,70,"C",NA
"MAC075","MAC","Michigan AmerifluxTower",75,"BEPA","C","LIVE",18.5,1,2,268.8,0.506286982,18.83490451,NA,5.88,68,"C",NA
"MAC076","MAC","Michigan AmerifluxTower",76,"PIST",NA,"DEAD",15.4,1,2,186.3,0.350828402,18.83490451,NA,10,56,"C",NA
"MAC077","MAC","Michigan AmerifluxTower",77,"POGR","C","LIVE",22.8,1,2,408.3,0.3249,7.957747155,NA,16.42,62,"C",NA
"MFA001","MFA","Michigan Facet Site",1,"QURU","D","LIVE",32,1,2,804.2,0.64,7.957747155,NA,3.9,285,"A",NA
"MFA002","MFA","Michigan Facet Site",2,"QURU","D","LIVE",29.4,1,2,678.9,0.540225,7.957747155,NA,4.58,287,"A",NA
"MFA003","MFA","Michigan Facet Site",3,"ACRU","I","LIVE",16.5,1,2,213.8,0.402736686,18.83490451,NA,7.02,308,"A",NA
"MFA004","MFA","Michigan Facet Site",4,"FAGR","S","LIVE",12.6,1,2,124.7,0.234852071,18.83490451,NA,5.91,315,"A",NA
"MFA005","MFA","Michigan Facet Site",5,"FAGR","S","LIVE",10.6,1,2,88.2,0.166213018,18.83490451,NA,7.28,318,"A",NA
"MFA006","MFA","Michigan Facet Site",6,"POGR",NA,"DEAD",38.6,1,2,1170.2,0.931225,7.957747155,NA,7.71,323,"A",NA
"MFA007","MFA","Michigan Facet Site",7,"PIST","S","LIVE",10.8,1,2,91.6,0.172544379,18.83490451,NA,11.57,327,"A",NA
"MFA008","MFA","Michigan Facet Site",8,"QURU","C","LIVE",33.6,1,2,886.7,0.7056,7.957747155,NA,15.47,350,"A",NA
"MFA009","MFA","Michigan Facet Site",9,"QURU","C","LIVE",31.9,1,2,799.2,0.63600625,7.957747155,NA,20,345,"A",NA
"MFA010","MFA","Michigan Facet Site",10,"POGR",NA,"DEAD",26.4,1,2,547.4,0.4356,7.957747155,NA,10.99,316,"A",NA
"MFA011","MFA","Michigan Facet Site",11,"BEPA",NA,"DEAD",16.4,1,2,211.2,0.397869822,18.83490451,"695A, DIAM AT 3M",10.76,297,"A",NA
"MFA012","MFA","Michigan Facet Site",12,"FAGR","S","LIVE",11.2,1,2,98.5,0.18556213,18.83490451,"700A",8.65,295,"A",NA
"MFA013","MFA","Michigan Facet Site",13,"ACRU","S","LIVE",10.5,1,2,86.6,0.163091716,18.83490451,"944A",7.94,290,"A",NA
"MFA014","MFA","Michigan Facet Site",14,"ACRU","S","LIVE",11.8,1,2,109.4,0.205976331,18.83490451,"943A",7.97,286,"A",NA
"MFA015","MFA","Michigan Facet Site",15,"ACRU","S","LIVE",10.6,1,2,88.2,0.166213018,18.83490451,"945A",7.39,270,"A",NA
"MFA016","MFA","Michigan Facet Site",16,"ACRU","I","LIVE",14.8,1,2,172,0.324023669,18.83490451,"699A",9.41,280,"A",NA
"MFA017","MFA","Michigan Facet Site",17,"QURU","C","LIVE",35,1,2,962.1,0.765625,7.957747155,"689A",19.66,282,"A",NA
"MFA018","MFA","Michigan Facet Site",18,"QURU","C","LIVE",30.8,1,2,745.1,0.5929,7.957747155,"688A",19.21,282,"A",NA
"MFA019","MFA","Michigan Facet Site",19,"QURU","D","LIVE",41.7,1,2,1365.7,1.08680625,7.957747155,"696A",12.19,270,"A",NA
"MFA020","MFA","Michigan Facet Site",20,"QURU","D","LIVE",36.5,1,2,1046.3,0.83265625,7.957747155,"698A",10.69,265,"A",NA
"MFA021","MFA","Michigan Facet Site",21,"ACRU","I","LIVE",14.4,1,2,162.9,0.306745562,18.83490451,"948A",4.54,247,"A",NA
"MFA022","MFA","Michigan Facet Site",22,"QURU","D","LIVE",37.9,1,2,1128.2,0.89775625,7.957747155,"947A",6.93,222,"A",NA
"MFA023","MFA","Michigan Facet Site",23,"QURU","D","LIVE",22.6,1,2,401.1,0.319225,7.957747155,"946A",7.37,224,"A",NA
"MFA024","MFA","Michigan Facet Site",24,"BEPA",NA,"DEAD",26.9,1,2,568.3,0.45225625,7.957747155,"NON GIRDLED",19.4,225,"A",NA
"MFA025","MFA","Michigan Facet Site",25,"PIST","C","LIVE",36,1,2,1017.9,0.81,7.957747155,"953A",17,225,"A",NA
"MFA026","MFA","Michigan Facet Site",26,"ACRU","I","LIVE",11.8,1,2,109.4,0.205976331,18.83490451,"951A",12.19,226,"A",NA
"MFA027","MFA","Michigan Facet Site",27,"ACRU","I","LIVE",21.4,1,2,359.7,0.286225,7.957747155,"950A",12.15,227,"A",NA
"MFA028","MFA","Michigan Facet Site",28,"ACRU","I","LIVE",15.1,1,2,179.1,0.337292899,18.83490451,"952A",11.66,226,"A",NA
"MFA029","MFA","Michigan Facet Site",29,"ACRU","C","LIVE",24.5,1,2,471.4,0.37515625,7.957747155,"CLUMP",19.8,197,"A",NA
"MFA030","MFA","Michigan Facet Site",30,"ACRU","C","LIVE",20.7,1,2,336.5,0.26780625,7.957747155,"CLUMP",19.3,193,"A",NA
"MFA031","MFA","Michigan Facet Site",31,"QURU","S","LIVE",19.9,1,2,311,0.585813609,18.83490451,NA,12.35,164,"A",NA
"MFA032","MFA","Michigan Facet Site",32,"ACRU","I","LIVE",16.1,1,2,203.6,0.383446746,18.83490451,NA,11.89,170,"A",NA
"MFA033","MFA","Michigan Facet Site",33,"QURU","I","LIVE",26.4,1,2,547.4,0.4356,7.957747155,NA,8.36,177,"A",NA
"MFA034","MFA","Michigan Facet Site",34,"ACRU","I","LIVE",17.1,1,2,229.7,0.432559172,18.83490451,NA,7.5,170,"A",NA
"MFA035","MFA","Michigan Facet Site",35,"ACRU","S","LIVE",10.2,1,2,81.7,0.153905325,18.83490451,NA,3.98,176,"A",NA
"MFA036","MFA","Michigan Facet Site",36,"QURU","C","LIVE",23.3,1,2,426.4,0.33930625,7.957747155,NA,9.56,155,"A",NA
"MFA037","MFA","Michigan Facet Site",37,"QURU","C","LIVE",29.4,1,2,678.9,0.540225,7.957747155,NA,11.44,152,"A",NA
"MFA038","MFA","Michigan Facet Site",38,"QURU","D","LIVE",38.8,1,2,1182.4,0.9409,7.957747155,NA,17.75,153,"A",NA
"MFA039","MFA","Michigan Facet Site",39,"POGR",NA,"DEAD",29.9,1,2,702.2,0.55875625,7.957747155,NA,16,137,"A",NA
"MFA040","MFA","Michigan Facet Site",40,"PIST","C","LIVE",21.8,1,2,373.3,0.297025,7.957747155,NA,10.75,133,"A",NA
"MFA041","MFA","Michigan Facet Site",41,"FAGR","I","LIVE",19.9,1,2,311,0.585813609,18.83490451,NA,8.83,133,"A",NA
"MFA042","MFA","Michigan Facet Site",42,"QURU","I","LIVE",21.1,1,2,349.7,0.27825625,7.957747155,NA,6.95,136,"A",NA
"MFA043","MFA","Michigan Facet Site",43,"PIST","S","LIVE",14.3,1,2,160.6,0.3025,18.83490451,NA,6.75,137,"A",NA
"MFA044","MFA","Michigan Facet Site",44,"QURU","D","LIVE",48.1,1,2,1817.1,1.44600625,7.957747155,"wound",2.14,113,"A",NA
"MFA045","MFA","Michigan Facet Site",45,"ACRU","I","LIVE",15.2,1,2,181.5,0.341775148,18.83490451,NA,9.32,100,"A",NA
"MFA046","MFA","Michigan Facet Site",46,"red pine","D","LIVE",47.5,1,2,1772.1,1.41015625,7.957747155,NA,12.75,99,"A",NA
"MFA047","MFA","Michigan Facet Site",47,"POGR",NA,"DEAD",21.4,1,2,359.7,0.286225,7.957747155,NA,15.82,124,"A",NA
"MFA048","MFA","Michigan Facet Site",48,"POGR",NA,"DEAD",34,1,2,907.9,0.7225,7.957747155,NA,15.36,118,"A",NA
"MFA049","MFA","Michigan Facet Site",49,"POGR",NA,"DEAD",27,1,2,572.6,0.455625,7.957747155,NA,16.3,110,"A",NA
"MFA050","MFA","Michigan Facet Site",50,"red pine","I","LIVE",21.2,1,2,353,0.2809,7.957747155,NA,19.7,105,"A",NA
