"","MMA001","MMA002","MMA003","MMA004","MMA005","MMA006","MMA007","MMA008","MMA009","MMA010","MMA011","MMA012","MMA013","MMA014","MMA015","MMA016","MMA017","MMA018","MMA019","MMA020","MMA021","MMA022","MMA023","MMA024","MMA025","MMA026","MMA027","MMA028","MMA029","MMA030","MMA031","MMA032","MMA033","MMA034","MMA035","MMB001","MMB002","MMB003","MMB004","MMB005","MMB006","MMB007","MMB008","MMB009","MMB010","MMB011","MMB012","MMB013","MMB014","MMB015","MMB016","MMB018","MMB019","MMB020","MMB021","MMB022","MMB023","MMB024","MMB025","MMB026","MMC001","MMC002","MMC003","MMC005","MMC006","MMC007","MMC008","MMC010","MMC011","MMC012","MMC013","MMC014","MMC015","MMC016","MMC017","MMC018","MMC019","MMC020","MMC021","MMC022","MMC023","MMC024","MMC025","MMC026","MMC027","MMC029","MMC030","MMC031","MMC032","MMC033"
"2014",29.47,12.39,33.27,15.89,20.1,31.21,51.27,24.98,32.89,28.18,10.88,21.78,15.91,35.42,24.9,39.62,30.78,97.27,29.78,38.29,20.66,43.22,24.8,64.39,40.4,21.17,30.12,46.51,33.6,61.4,52.37,60.15,39.78,22.5,31.68,75.8,22.9,26.5,59.4,17.5,53.4,37.1,77.3,53.5,30,49.4,24.3,33.4,24.5,21.2,87.4,33.5,41.5,42.3,38.4,45.5,26.3,59.2,44.4,27.8,39.8,22.1,23.1,15.2,45.7,16.4,13.8,51.8,35.8,12.3,35.1,24.8,10.9,91.8,25.74,23.6,26.7,41.1,47.7,20.3,28.7,55.6,26,48.8,37.4,35.2,44.5,30.2,51.2,58.6
"2013",29.401,12.39,33.27,15.852,20.086,31.21,51.074,24.98,32.857,28.18,10.88,21.78,15.91,35.202,24.861,39.603,30.78,97.04225,29.78,38.198,20.604,43.12,24.733,64.39,40.4,21.02,30.12,46.51,33.6,61.05,52.305,59.996,39.78,22.5,31.68,75.792,22.9,26.466,59.351,17.486,53.257,37.1,77.3,53.352,29.97,49.4,24.271,33.303,24.36,21.2,87.4,33.482,41.472,42.3,38.4,45.448,26.287,58.943,44.4,27.8,39.8,22.094,23.01,15.156,45.7,16.386,13.8,51.718,35.746,12.3,35.006,24.793,10.9,91.641,25.634,23.511,26.7,41.1,47.7,20.19,28.673,55.404,26,48.8,37.4,35.2,44.455,30.16,51.129,58.412
"2012",29.291,12.346,33.172,15.736,19.938,31.073,50.114,24.885,32.569,28.18,10.818,21.749,15.877,34.537,24.816,39.492,30.695,96.5885,29.678,38.019,20.554,42.499,24.664,64.3692,40.222,20.689,30.006,46.206,33.509,60.455,51.93,59.662,39.678,22.471,31.612,75.588,22.742,26.17,58.664,17.475,52.747,36.982,77.1653333333333,53.022,29.882,49.103,24.068,32.866,23.947,21.2,87.2073333333333,32.981,41.292,42.133,38.31,45.192,26.192,58.399,44.188,27.729,39.749,22.054,22.817,15.086,45.529,16.252,13.778,51.554,35.68,12.253,34.716,24.773,10.837,91.244,25.007,23.305,26.7,41.018,47.634,19.833,28.006,54.726,25.931,48.7006666666667,37.228,35.075,44.404,30.116,50.918,58.009
"2011",29.116,12.332,33.019,15.653,19.825,30.921,49.528,24.769,32.31,28.022,10.747,21.692,15.839,33.959,24.766,39.371,30.592,96.12825,29.506,37.813,20.518,42.058,24.592,64.2874,40.057,20.436,29.859,45.993,33.356,60.086,51.581,59.35,39.656,22.437,31.539,75.42,22.609,26.037,58.157,17.455,52.428,36.828,77.0646666666667,52.801,29.785,48.961,23.957,32.636,23.64,21.2,87.0273333333333,32.725,41.16,41.969,38.204,45.028,26.067,57.832,44.025,27.667,39.702,22.035,22.659,14.984,45.42,16.162,13.598,51.397,35.613,12.21,34.401,24.729,10.778,90.945,24.627,23.157,26.7,40.862,47.112,19.579,27.807,54.268,25.818,48.6146666666667,37.086,34.884,44.346,30.042,50.697,57.704
"2010",28.893,12.314,32.726,15.562,19.662,30.755,48.691,24.677,32.057,27.896,10.648,21.652,15.795,33.144,24.713,39.326,30.496,95.6925,29.256,37.528,20.485,41.603,24.536,64.1547,39.939,20.283,29.641,45.768,33.203,59.673,51.325,58.811,39.548,22.367,31.435,75.162,22.467,25.87,57.654,17.441,52.015,36.805,76.8193333333333,52.575,29.749,48.7,23.853,32.403,23.204,21.2,86.5653333333333,32.422,40.916,41.433,37.943,44.875,26.067,57.245,43.814,27.598,39.607,22.017,22.445,14.868,45.17,15.99,13.477,51.159,35.534,12.188,33.903,24.71,10.722,90.56,23.97,22.982,26.7,40.602,46.608,19.314,27.538,53.59,25.752,48.3966666666667,36.726,34.672,44.275,29.95,50.459,57.26
"2009",28.617,12.264,32.425,15.41,19.448,30.466,47.568,24.537,31.803,27.733,10.599,21.583,15.71,32.475,24.659,39.121,30.231,95.25475,28.835,36.938,20.426,40.99,24.48,63.5143,39.363,20.076,29.44,45.201,33.047,59.144,50.93,58.227,39.47,22.304,31.353,74.628,22.326,25.654,56.95,17.427,51.528,36.713,76.3893333333333,52.269,29.629,48.225,23.722,32.15,22.74,21.2,85.8926666666667,32.174,40.772,40.366,37.236,44.648,25.952,56.406,43.548,27.509,39.275,21.996,22.207,14.752,44.734,15.719,13.421,50.962,35.474,12.102,33.56,24.633,10.619,90.251,23.527,22.725,26.7,40.217,46.328,19.039,27.194,52.765,25.667,48.0993333333333,36.322,34.298,44.184,29.83,50.149,56.68
"2008",28.283,12.168,32.248,15.234,19.238,30.112,46.783,24.418,31.434,27.473,10.431,21.511,15.604,31.838,24.569,38.94,30.067,94.77775,28.463,36.397,20.284,40.423,24.416,62.8493,38.757,19.865,29.2,44.82,32.769,58.395,50.477,57.746,39.344,22.211,31.207,74.245,22.165,25.497,56.161,17.416,51.119,36.656,75.9533333333333,51.904,29.408,47.594,23.585,31.849,22.452,21.2,85.208,31.904,40.588,39.378,36.633,44.46,25.867,55.946,43.347,27.417,38.992,21.966,21.996,14.586,44.454,15.566,13.35,50.732,35.4,12.064,33.141,24.538,10.549,89.794,23.093,22.525,26.7,39.855,45.586,18.787,26.897,51.953,25.603,47.8413333333333,35.899,34.014,44.095,29.734,49.876,56.263
"2007",27.96,11.992,31.781,15.034,18.804,29.676,46.212,24.215,31.028,27.174,10.172,21.43,15.454,31.212,24.465,38.689,29.672,94.3025,28.063,35.808,20.108,39.849,24.354,62.1802,38.139,19.649,29.014,44.307,32.412,57.759,49.986,57.238,39.284,22.126,31.015,74.02,21.961,25.347,55.445,17.404,50.676,36.566,75.5753333333333,51.542,29.293,47.184,23.32,31.563,22.062,21.17,84.8926666666667,31.582,40.408,38.622,36.1,44.249,25.76,55.46,43.11,27.344,38.734,21.912,21.693,14.438,44.07,15.352,13.294,50.505,35.286,12.034,32.436,24.464,10.507,89.363,22.643,22.339,26.7,39.478,45.138,18.534,26.45,51.222,25.529,47.6093333333333,35.54,33.64,44.001,29.599,49.57,55.717
"2006",27.696,11.798,31.467,14.86,18.609,29.373,45.304,24.176,30.781,26.921,9.893,21.292,15.302,30.602,24.366,38.497,29.516,93.90825,27.683,35.193,19.875,39.436,24.275,61.817,37.473,19.394,28.751,43.978,32.216,57.114,49.516,56.733,39.22,22.048,30.823,73.818,21.834,25.238,54.744,17.389,50.269,36.451,75.312,51.168,29.165,46.618,23.121,31.248,21.73,21.14,84.6273333333333,31.301,40.282,37.962,35.618,43.918,25.649,54.459,42.918,27.287,38.547,21.874,21.408,14.26,43.797,15.257,13.242,50.304,35.135,11.979,32.003,24.328,10.463,88.995,22.173,22.06,26.69,39.199,44.952,18.234,26.124,50.364,25.446,47.338,35.132,33.38,43.904,29.509,49.295,55.301
"2005",27.233,11.576,31.058,14.613,18.336,29.009,44.427,24.014,30.409,26.59,9.369,21.143,15.147,29.929,24.161,38.29,29.286,93.425,27.208,34.602,19.72,38.864,24.185,61.1516,36.846,19.11,28.443,43.484,31.968,56.551,49.005,56.148,39.18,21.9,30.572,73.449,21.606,25.052,54.004,17.377,49.848,36.143,74.762,50.719,29.033,46.039,22.789,30.767,21.439,21.054,83.974,31.023,40.106,36.824,35.022,43.515,25.492,53.506,42.547,27.125,38.16,21.793,21.056,14,43.387,15.219,13.216,49.991,34.995,11.916,31.61,24.222,10.422,88.651,21.691,21.758,26.658,38.831,44.636,17.993,25.605,49.465,25.331,46.872,34.563,33.007,43.815,29.409,48.925,54.824
"2004",26.907,10.874,30.612,14.336,17.929,28.555,43.688,23.871,30.057,26.251,8.855,20.915,14.961,29.18,23.932,38.076,28.971,92.92275,26.832,34.006,19.351,38.318,24.081,60.8055,36.28,18.81,27.992,42.931,31.677,55.98,48.525,55.643,39.132,21.743,30.339,73.131,21.38,24.885,53.266,17.356,49.37,35.921,74.306,50.384,28.871,45.766,22.464,30.214,21.041,20.99,83.1886666666667,30.811,39.95,35.864,34.199,43.1,25.351,52.927,42.18,26.869,37.798,21.719,20.748,13.8,43.046,15.197,13.152,49.718,34.829,11.754,31.14,24.068,10.29,88.31,21.156,21.45,26.605,38.369,43.884,17.663,25.166,48.723,25.015,46.498,34.035,32.555,43.696,29.265,48.584,54.442
"2003",26.497,10.65,30.154,14.056,17.704,28.21,43.011,23.656,29.561,26.028,8.544,20.679,14.766,28.399,23.739,37.858,28.664,92.414,26.461,33.656,18.999,37.831,23.948,60.4613,35.802,18.609,27.717,42.467,31.399,55.34,48.036,55.024,38.856,21.584,30.018,72.767,21.238,24.704,52.458,17.259,48.882,35.77,73.8466666666666,50.157,28.662,45.299,22.25,29.834,20.612,20.886,82.1953333333333,30.577,39.796,34.962,33.438,42.666,25.231,52.258,41.762,26.724,37.494,21.586,20.422,13.616,42.765,15.179,13.116,49.471,34.68,11.666,30.613,23.944,10.184,87.881,20.66,21.174,26.571,38.05,42.594,17.353,24.63,48.044,24.821,46.1173333333333,33.61,32.323,43.583,29.169,48.282,53.935
"2002",25.943,10.146,29.682,13.495,17.369,27.709,42.212,23.445,29.082,25.651,8.418,20.439,14.578,27.727,23.592,37.661,28.281,91.895,26.022,33.075,18.655,37.278,23.821,60.2684,35.234,18.364,27.402,41.94,31.049,54.533,47.557,54.38,38.562,21.465,29.821,72.551,20.871,24.54,51.527,17.194,48.417,35.454,73.488,49.893,28.496,44.936,21.996,29.439,20.185,20.825,81.4626666666667,30.33,39.61,34.053,32.743,42.279,25.047,51.51,41.219,26.539,37.125,21.451,20.134,13.378,42.439,15.151,13.046,49.267,34.504,11.477,29.846,23.77,10.099,87.493,20.118,20.897,26.561,37.565,41.196,16.997,24.079,47.198,24.617,45.778,33.217,31.941,43.471,28.996,47.951,53.486
"2001",25.42,9.79,29.349,13.014,17.132,27.132,41.432,23.227,28.697,25.269,8.35600000000001,20.166,14.301,27.105,23.38,37.347,27.982,91.418,25.542,32.322,18.32,36.737,23.651,59.9437,34.687,18.097,27,41.503,30.639,53.771,47.155,53.63,38.282,21.398,29.408,72.245,20.592,24.311,50.814,17.101,47.869,35.154,72.9253333333333,49.495,28.403,44.511,21.656,29.105,19.769,20.753,80.6453333333333,30.125,39.414,33.093,31.845,41.841,24.834,50.695,40.704,26.348,36.692,21.282,19.778,13.142,41.952,15.112,13.002,49.056,34.203,11.286,29.534,23.622,9.976,87.123,19.673,20.654,26.542,37.127,39.918,16.609,23.502,46.359,24.5,45.338,32.717,31.53,43.338,28.894,47.618,52.986
"2000",24.862,9.722,28.816,12.682,16.729,26.493,40.291,22.903,28.366,24.863,8.286,19.883,14.017,26.391,23.073,37.224,27.499,90.88725,24.862,31.657,17.805,36.115,23.402,59.3759,33.858,17.703,26.595,40.936,30.117,52.949,46.75,52.972,37.602,21.283,29.175,71.9,20.336,23.99,50.04,16.94,47.196,34.735,72.234,49.046,28.309,43.876,21.196,28.647,19.285,20.644,79.5666666666667,29.711,39.14,32.025,31.084,41.399,24.66,50.024,40.142,26.178,36.194,21.072,19.387,12.94,41.228,15.069,12.964,48.8,33.93,11.084,29.248,23.437,9.849,86.511,19.158,20.355,26.515,36.559,39.646,16.14,22.766,45.261,24.244,44.8786666666667,32.249,31.075,43.143,28.736,47.176,52.343
"1999",24.346,9.444,28.279,12.158,16.37,25.743,39.155,22.607,28.075,24.382,8.226,19.617,13.673,25.901,22.815,36.926,27.185,90.40025,24.371,31.223,17.265,35.515,23.223,59.0066,33.237,17.362,26.219,40.517,29.644,52.357,46.302,52.307,37.406,21.148,28.838,71.65,19.931,23.717,49.28,16.674,46.637,34.402,71.9193333333333,48.677,28.138,43.189,20.904,28.181,18.742,20.546,78.8866666666667,29.299,38.824,30.446,30.641,41.132,24.494,49.442,39.655,26.059,35.697,20.95,18.95,12.792,40.6,15.048,12.929,48.651,33.676,10.901,28.922,23.231,9.559,86.033,18.658,20.069,26.475,36.105,38.71,15.681,22.043,44.32,24.017,44.5086666666667,31.796,30.744,42.975,28.598,46.878,51.855
"1998",23.727,9.138,27.776,11.84,15.996,25.085,38.164,22.308,27.688,24.045,8.075,19.302,13.357,25.378,22.594,36.658,26.738,89.95575,23.853,30.772,16.983,34.9,23.06,58.4324,32.497,17.092,25.775,40.212,29.203,51.594,45.901,51.799,37.174,21.033,28.532,71.38,19.597,23.473,48.53,16.461,46.138,34.084,71.3733333333333,48.359,27.935,42.502,20.62,27.865,18.34,20.364,78.038,29.064,38.35,29.159,30.046,40.628,24.325,48.815,39.176,25.958,35.298,20.804,18.564,12.628,39.977,14.983,12.864,48.428,33.481,10.717,28.677,22.906,9.217,85.628,17.993,19.873,26.41,35.543,37.77,15.28,21.435,43.486,23.876,43.9113333333333,31.277,30.301,42.813,28.41,46.506,51.318
"1997",23.272,8.776,27.28,11.384,15.618,24.429,36.954,21.968,27.306,23.687,7.90600000000001,18.99,12.967,24.749,22.338,36.27,26.461,89.3545,23.218,29.988,16.621,34.186,22.925,57.7118,31.544,16.849,25.256,39.87,28.805,50.368,45.545,51.246,36.808,20.933,28.131,70.979,19.061,23.218,47.542,16.142,45.501,33.728,70.912,48.047,27.777,41.804,20.352,27.569,17.994,20.246,77.372,28.724,37.892,27.31,28.999,40.179,24.155,47.763,38.503,25.823,34.863,20.646,18.204,12.448,39.363,14.846,12.782,48.23,33.236,10.435,28.413,22.663,8.85,85.116,17.51,19.659,26.329,35.026,37.054,14.872,20.62,42.62,23.646,43.3686666666667,30.868,29.974,42.676,28.257,46.116,50.844
"1996",22.912,8.57,26.868,11.065,15.218,23.751,36.038,21.62,26.987,23.459,7.70200000000001,18.574,12.616,24.136,22.108,35.938,26.159,88.986,22.495,29.494,16.014,33.602,22.831,57.4621,30.784,16.665,24.636,39.342,28.466,49.739,45.214,50.774,36.428,20.849,27.871,70.783,18.446,22.919,46.657,15.667,44.908,33.127,70.5493333333333,47.845,27.598,41.409,20.101,27.281,17.649,20.046,76.9493333333333,28.341,37.664,26.581,28.476,39.753,23.861,47.04,37.951,25.629,34.561,20.489,17.832,12.336,38.765,14.73,12.697,48.084,33.016,10.272,28.193,22.436,8.379,84.753,17.022,19.463,26.268,34.495,36.426,14.556,19.991,41.753,23.257,42.918,30.598,29.605,42.492,27.963,45.928,50.44
"1995",22.409,8.358,26.556,10.894,14.814,23.24,35.012,21.269,26.79,23.33,7.42200000000001,18.195,12.495,23.708,21.89,35.424,25.817,88.626,21.571,29.003,15.441,33.09,22.712,57.0596,30.195,16.556,24.029,39.056,28.173,48.889,44.892,50.182,36.37,20.738,27.59,70.538,18.051,22.639,45.917,15.19,44.31,32.761,70.22,47.726,27.537,40.882,19.972,27.061,17.319,19.906,76.4973333333333,27.994,37.428,25.784,27.786,39.404,23.655,46.268,37.581,25.53,34.303,20.352,17.456,12.17,38.163,14.613,12.608,47.953,32.658,10.085,27.985,22.279,8.048,84.409,16.604,19.277,26.174,33.984,36.028,14.263,19.421,40.823,22.99,42.452,30.254,29.231,42.265,27.77,45.625,50.02
"1994",21.621,8.138,25.995,10.189,14.211,22.366,33.833,20.593,26.462,23.185,6.974,17.6,12.434,23.34,21.627,34.663,25.352,88.259,20.602,28.271,15.136,32.268,22.591,56.7936,29.605,16.29,23.723,38.288,27.714,47.794,44.288,49.732,36.166,20.593,27.255,70.334,17.478,22.226,45.163,14.428,43.545,32.213,69.7766666666666,47.449,27.413,40.382,19.705,26.889,17.076,19.651,75.626,27.532,37.072,24.479,26.45,38.855,23.266,45.582,36.966,25.281,33.779,20.132,17.178,12.01,37.168,14.413,12.449,47.781,32.348,9.71,27.777,22.08,7.722,83.911,16.197,19.086,26.02,33.276,35.556,14.032,18.376,39.839,22.606,42.0026666666667,29.965,28.573,42.002,27.364,45.305,49.518
"1993",21.086,7.862,25.472,9.777,13.765,21.916,32.822,20.341,26.096,22.812,6.749,16.879,12.394,23.021,21.341,34.129,24.946,87.92775,19.715,27.659,14.928,31.684,22.403,56.5674,29.082,15.889,23.369,37.723,27.247,46.849,43.841,49.161,36.002,20.463,27.146,70.16,17.288,22.013,44.604,13.954,42.864,31.91,69.4853333333333,47.208,27.289,40.101,19.58,26.681,16.892,19.521,75.2073333333333,27.384,36.78,23.791,25.868,38.318,22.998,44.957,36.433,25.117,33.073,19.849,16.882,11.844,36.272,14.196,12.23,47.66,32.005,9.447,27.589,21.867,7.436,83.402,15.907,18.902,25.9,32.72,35.038,13.77,17.605,38.906,22.326,41.594,29.584,28.019,41.717,26.969,44.94,48.993
"1992",20.5,7.63,24.445,9.113,13.215,21.297,31.256,19.918,25.185,22.368,6.24700000000001,16.204,12.346,22.697,20.941,33.368,24.59,87.48375,18.603,26.745,14.805,30.795,22.188,56.0113,28.255,14.949,22.672,36.84,26.782,45.881,43.12,48.314,35.782,20.256,26.972,69.535,16.932,21.535,43.771,13.518,42.024,31.565,68.3753333333333,46.779,27.188,39.48,19.399,26.329,16.642,19.235,73.5166666666666,27.077,36.354,21.999,24.356,37.612,22.653,43.988,35.868,24.905,32.436,19.439,16.517,11.558,34.947,13.84,11.897,47.509,31.473,9.186,27.429,21.606,7.138,82.713,15.465,18.742,25.72,32.108,33.992,13.612,16.185,37.793,22.057,40.8786666666667,29.05,27.412,41.384,26.602,44.516,48.421
"1991",19.656,7.4,22.785,8.611,12.453,20.268,29.953,18.971,23.746,21.683,5.741,15.523,12.293,22.436,20.545,32.938,24.009,86.998,17.437,25.768,14.748,29.858,22.011,55.5519,27.406,13.894,22.442,35.955,25.928,44.821,42.229,47.677,35.52,20.02,26.765,68.892,16.375,21.018,42.813,13.113,41.308,31.041,67.3186666666666,46.378,26.985,38.821,19.092,26.009,16.427,18.916,72.3726666666666,26.585,35.798,20.397,22.853,36.77,22.016,43.01,35.143,24.292,31.508,19.134,16.192,11.226,33.594,13.433,11.406,47.38,30.956,8.93,27.275,21.316,6.892,82.136,15.117,18.605,25.46,31.427,33.11,13.477,14.971,36.505,21.749,40.4053333333333,28.653,26.502,41.007,26.173,44.129,47.854
"1990",19.107,7.124,22.3,8.171,12.049,19.762,29.057,18.549,22.927,21.234,5.35100000000001,15.01,12.231,22.284,20.326,32.501,23.745,86.731,17.018,25.305,14.679,29.483,21.861,55.1127,26.931,13.352,21.991,35.403,25.52,44.086,41.725,47.22,35.258,19.895,26.624,68.421,16.17,20.644,42.135,12.756,40.753,30.727,66.602,46.115,26.785,38.557,19,25.793,16.304,18.634,71.4886666666666,26.272,35.57,19.441,22.023,36.057,21.797,42.442,34.713,24.088,31.145,18.577,16.002,10.912,32.492,13.054,11.107,47.253,30.683,8.675,27.111,21.048,6.668,81.8,14.898,18.475,25.338,31.038,32.422,13.391,14.089,35.634,21.531,39.9986666666667,28.326,26.001,40.705,25.914,43.743,47.374
"1989",18.639,6.882,22.014,7.82900000000001,11.678,19.417,28.255,18.273,22.161,20.899,5.044,14.745,12.176,22.137,20.282,32.168,23.534,86.45225,16.738,24.979,14.55,28.573,21.707,54.4119,26.545,12.804,21.544,34.526,25.073,43.65,41.338,46.646,34.704,19.779,26.417,67.706,15.995,20.237,41.453,12.467,40.218,30.275,65.4286666666666,45.911,26.579,38.078,18.865,25.421,16.036,18.337,70.3586666666666,25.901,35.192,17.947,20.638,35.377,21.487,41.97,34.265,23.856,30.831,18.237,15.712,10.536,31.299,12.699,10.8,46.979,30.515,8.267,26.869,20.727,6.361,81.396,14.64,18.285,25.025,30.503,31.214,13.23,13.086,34.879,21.309,39.518,28.081,25.519,40.209,25.605,43.398,47.017
"1988",18.503,6.636,21.908,7.53700000000001,11.317,19.048,27.731,18.015,21.539,20.481,4.637,14.565,12.112,22.008,20.2,31.794,23.303,86.16275,16.637,24.73,14.409,28.189,21.511,53.9921,25.963,12.272,21.007,34.057,24.75,43.113,41.065,46.229,34.412,19.714,26.207,67.426,15.673,20.005,40.873,12.242,39.516,29.609,64.9706666666666,45.614,26.376,37.784,18.769,25.041,15.774,18.086,69.8773333333333,25.384,34.886,16.581,19.587,34.98,21.112,41.535,33.983,23.627,30.059,17.774,15.419,10.114,30.264,12.156,10.486,46.43,30.361,7.774,NA,20.429,6.091,80.953,14.349,18.079,24.651,30.03,30.29,12.984,12.381,33.927,21.021,39.286,27.888,25.12,39.745,25.099,42.948,46.502
"1987",18.388,6.516,21.849,NA,11.205,18.941,27.091,17.793,21.252,20.327,4.302,14.426,12.046,21.907,20.141,31.135,23.116,85.919,16.539,24.566,14.309,27.99,21.41,53.8259,25.674,11.984,20.63,33.585,24.545,42.727,40.875,45.871,34.196,19.624,25.87,67.223,15.583,19.856,40.48,12.1,38.965,29.209,64.6813333333333,45.383,26.139,37.659,18.625,24.741,15.461,17.917,69.544,24.998,34.692,16.06,19.182,34.627,20.898,41.025,33.708,23.427,28.951,17.397,15.127,9.484,29.986,11.941,10.309,46.005,30.148,7.281,NA,20.152,5.781,80.395,14.132,17.782,24.455,29.707,29.178,12.717,11.911,33.237,20.72,39,27.678,24.876,39.262,24.729,42.602,46.096
"1986",18.182,6.398,21.777,NA,10.894,18.702,26.221,17.478,20.62,19.87,4.044,14.24,11.901,21.778,20.058,30.665,22.811,85.6465,16.41,24.251,14.195,27.569,21.248,53.211,24.842,11.419,20.056,32.587,24.038,42.132,40.383,45.431,33.796,19.544,25.597,66.309,15.379,19.636,39.834,11.916,38.382,28.537,63.6253333333333,45.088,25.892,37.327,18.46,24.379,15.053,17.505,68.24,24.411,34.224,14.92,17.607,33.944,20.343,40.506,33.175,23.123,28.111,16.762,14.595,8.834,29.407,11.651,10.011,45.361,29.902,6.845,NA,19.781,5.359,79.892,13.601,17.215,23.955,29.084,28.192,12.327,11.04,32.317,20.265,38.358,27.308,24.441,38.755,24.269,41.95,45.456
"1985",18.095,6.384,21.729,NA,10.63,18.427,25.362,17.231,20.188,19.651,3.756,14.067,11.728,21.67,19.959,30.198,22.522,85.36475,16.297,23.943,13.972,27.192,21.034,52.626,24.078,10.967,19.455,31.779,23.548,41.673,39.792,44.94,33.314,19.419,25.464,65.779,15.272,19.345,39.126,11.745,37.825,27.896,62.8646666666667,44.827,25.63,36.96,18.356,23.951,14.585,17.011,67.1393333333333,23.752,33.806,14.138,16.322,33.218,19.844,39.967,32.483,22.893,27.713,16.131,14.056,8.082,28.084,11.199,9.735,44.804,29.626,6.281,NA,19.251,4.912,79.466,12.999,16.562,23.384,28.591,27.556,11.752,10.226,31.235,19.803,37.8446666666666,27.052,23.813,38.27,23.85,41.349,44.878
"1984",17.941,6.338,21.64,NA,10.252,18.066,24.561,16.913,19.603,19.256,3.443,13.855,11.539,21.533,19.834,29.496,22.265,85.08475,16.177,23.726,13.659,26.776,20.829,52.1113,23.331,10.461,19.02,30.913,23.083,41.035,39.11,44.493,32.92,19.239,25.142,65.358,15.192,18.973,38.387,11.623,37.299,27.426,62.3233333333333,44.335,25.371,36.659,18.217,23.619,14.089,16.285,66.1366666666666,22.976,33.304,13.092,14.872,32.473,19.256,39.375,31.832,22.7,27.051,15.726,13.581,7.51,26.873,10.749,9.351,44.195,29.384,5.82,NA,18.816,4.302,79.162,12.405,15.999,22.806,28.1,26.45,11.259,9.35899999999999,30.258,19.551,37.6626666666666,26.877,23.212,37.725,23.371,40.823,44.267
"1983",17.82,6.284,21.564,NA,9.871,17.771,23.737,16.514,19.13,18.766,3.14800000000001,13.635,11.374,21.368,19.735,28.748,22.066,84.83725,16.047,23.484,13.434,26.606,20.611,51.8787,22.849,9.89600000000001,18.613,30.466,22.726,40.441,38.602,43.944,32.306,19.025,24.783,65.162,15.006,18.711,37.877,11.442,36.691,27.165,61.9826666666667,43.807,25.156,36.493,18.096,23.239,13.507,15.92,65.706,22.479,33.058,12.537,14.287,31.874,18.689,38.833,31.612,22.554,26.185,15.34,13.099,6.752,25.682,10.123,9.056,43.563,29.208,5.401,NA,18.349,3.728,78.895,11.889,15.604,22.321,27.72,25.438,10.758,8.88799999999999,29.443,19.228,37.494,26.729,22.778,37.131,22.832,40.482,43.837
